unit_id,timestamp,period,fail,sensors_in_alarm,sensors_in_warning,spc_alarm
U0516,2008-08-29 06:35:00,train,0,0,0,False
U0517,2008-08-29 06:37:00,train,0,0,0,False
U0518,2008-08-29 06:40:00,train,0,0,0,False
U0519,2008-08-29 06:45:00,train,1,0,0,False
U0520,2008-08-29 06:54:00,train,0,0,0,False
U0521,2008-08-29 07:18:00,train,0,0,0,False
U0522,2008-08-29 07:22:00,train,0,0,0,False
U0523,2008-08-29 07:24:00,train,0,0,0,False
U0524,2008-08-29 07:33:00,train,0,0,0,False
U0525,2008-08-29 07:33:00,train,0,0,0,False
U0526,2008-08-29 08:10:00,train,0,0,0,False
U0527,2008-08-29 08:20:00,train,0,1,0,True
U0528,2008-08-29 08:41:00,train,0,1,0,True
U0529,2008-08-29 08:45:00,train,0,0,0,False
U0530,2008-08-29 12:21:00,train,0,0,0,False
U0531,2008-08-29 12:22:00,train,0,0,0,False
U0532,2008-08-29 12:37:00,train,0,0,0,False
U0533,2008-08-29 13:04:00,train,0,0,0,False
U0534,2008-08-29 13:14:00,train,0,0,0,False
U0535,2008-08-29 13:27:00,train,0,0,0,False
U0536,2008-08-29 13:49:00,train,0,0,0,False
U0537,2008-08-29 14:11:00,train,0,0,1,False
U0538,2008-08-29 14:18:00,train,0,0,1,False
U0539,2008-08-29 14:30:00,train,0,0,0,False
U0540,2008-08-29 15:01:00,train,0,0,0,False
U0541,2008-08-29 15:43:00,train,0,0,0,False
U0542,2008-08-29 16:26:00,train,0,0,0,False
U0543,2008-08-29 20:21:00,train,0,0,0,False
U0544,2008-08-29 20:49:00,train,0,0,0,False
U0545,2008-08-29 21:25:00,train,0,0,0,False
U0546,2008-08-29 21:46:00,train,0,0,0,False
U0547,2008-08-29 21:54:00,train,0,0,0,False
U0548,2008-08-29 22:11:00,train,0,0,0,False
U0549,2008-08-29 22:45:00,train,0,0,0,False
U0550,2008-08-29 22:49:00,train,0,0,0,False
U0551,2008-08-29 22:56:00,train,0,0,0,False
U0552,2008-08-30 00:01:00,train,0,0,0,False
U0553,2008-08-30 00:05:00,train,0,0,0,False
U0554,2008-08-30 00:57:00,train,0,0,0,False
U0555,2008-08-30 01:29:00,train,0,0,0,False
U0556,2008-08-30 02:08:00,train,0,0,0,False
U0557,2008-08-30 02:22:00,train,0,0,0,False
U0558,2008-08-30 02:32:00,train,0,0,0,False
U0559,2008-08-30 02:39:00,train,0,0,0,False
U0560,2008-08-30 02:50:00,train,0,0,0,False
U0561,2008-08-30 03:10:00,train,0,0,1,False
U0562,2008-08-30 04:20:00,train,0,0,0,False
U0563,2008-08-30 04:24:00,train,0,0,0,False
U0564,2008-08-30 04:55:00,train,0,0,0,False
U0565,2008-08-30 05:05:00,train,0,0,0,False
U0566,2008-08-30 05:05:00,train,0,0,0,False
U0567,2008-08-30 05:38:00,train,0,0,0,False
U0568,2008-08-30 05:51:00,train,0,0,1,False
U0569,2008-08-30 07:50:00,train,0,0,0,False
U0570,2008-08-30 07:54:00,train,0,0,0,False
U0571,2008-08-30 08:10:00,train,0,0,0,False
U0572,2008-08-30 08:29:00,train,0,0,0,False
U0573,2008-08-30 08:42:00,train,0,0,0,False
U0574,2008-08-30 08:53:00,train,0,0,0,False
U0575,2008-08-30 09:13:00,train,0,0,0,False
U0576,2008-08-30 09:37:00,train,0,0,0,False
U0577,2008-08-30 09:45:00,train,1,0,0,False
U0578,2008-08-30 10:15:00,train,0,0,0,False
U0579,2008-08-30 10:16:00,train,0,0,0,False
U0580,2008-08-30 11:12:00,train,0,0,0,False
U0581,2008-08-30 11:14:00,train,0,1,0,True
U0582,2008-08-30 11:18:00,train,0,0,0,False
U0583,2008-08-30 11:57:00,train,0,0,0,False
U0584,2008-08-30 14:10:00,train,1,0,0,False
U0585,2008-08-30 14:23:00,train,0,0,0,False
U0586,2008-08-30 14:37:00,train,0,0,0,False
U0587,2008-08-30 15:06:00,train,0,0,0,False
U0588,2008-08-30 15:16:00,train,0,0,0,False
U0589,2008-08-30 15:37:00,train,0,0,0,False
U0590,2008-08-30 15:50:00,train,0,0,0,False
U0591,2008-08-30 15:57:00,train,0,0,0,False
U0592,2008-08-30 16:24:00,train,0,0,0,False
U0593,2008-08-30 17:05:00,train,0,0,0,False
U0594,2008-08-30 17:49:00,train,0,0,0,False
U0595,2008-08-30 19:21:00,train,0,0,0,False
U0596,2008-08-30 19:27:00,train,0,1,1,True
U0597,2008-08-30 20:11:00,train,0,0,1,False
U0598,2008-08-30 20:53:00,train,0,0,0,False
U0599,2008-08-30 21:53:00,train,0,0,0,False
U0600,2008-08-30 23:51:00,train,0,0,0,False
U0601,2008-08-31 02:57:00,train,0,0,0,False
U0602,2008-08-31 04:46:00,train,1,0,0,False
U0603,2008-08-31 05:05:00,train,0,0,0,False
U0604,2008-08-31 09:11:00,train,0,0,0,False
U0605,2008-08-31 10:36:00,train,0,0,0,False
U0606,2008-08-31 10:59:00,train,1,0,0,False
U0607,2008-08-31 10:59:00,train,0,0,0,False
U0608,2008-08-31 11:03:00,train,0,0,0,False
U0609,2008-08-31 15:09:00,train,0,0,1,False
U0610,2008-08-31 15:13:00,train,0,0,0,False
U0611,2008-08-31 16:32:00,train,0,0,0,False
U0612,2008-08-31 20:24:00,train,0,0,1,False
U0613,2008-08-31 21:04:00,train,0,0,0,False
U0614,2008-08-31 21:46:00,train,0,0,0,False
U0615,2008-08-31 21:58:00,train,0,0,0,False
U0616,2008-08-31 22:32:00,train,0,0,0,False
U0617,2008-08-31 22:48:00,train,0,0,0,False
U0618,2008-08-31 22:57:00,train,0,0,0,False
U0619,2008-09-01 00:01:00,train,0,0,0,False
U0620,2008-09-01 00:39:00,train,0,0,0,False
U0621,2008-09-01 00:45:00,train,0,0,0,False
U0622,2008-09-01 00:53:00,train,0,0,0,False
U0623,2008-09-01 05:29:00,train,0,0,0,False
U0624,2008-09-01 05:32:00,train,0,0,0,False
U0625,2008-09-01 06:12:00,train,0,0,0,False
U0626,2008-09-01 06:21:00,train,0,0,0,False
U0627,2008-09-01 06:52:00,train,0,0,0,False
U0628,2008-09-01 08:18:00,train,0,0,0,False
U0629,2008-09-01 09:06:00,train,0,0,0,False
U0630,2008-09-01 09:19:00,train,0,0,0,False
U0631,2008-09-01 09:54:00,train,0,0,1,False
U0632,2008-09-01 10:57:00,train,0,0,0,False
U0633,2008-09-01 11:40:00,train,0,0,0,False
U0634,2008-09-01 16:20:00,train,0,0,1,False
U0635,2008-09-01 19:54:00,train,1,0,1,False
U0636,2008-09-01 20:51:00,train,0,0,1,False
U0637,2008-09-01 22:05:00,train,0,0,1,False
U0638,2008-09-01 23:05:00,train,0,0,1,False
U0639,2008-09-01 23:19:00,train,0,0,1,False
U0640,2008-09-01 23:24:00,train,0,0,1,False
U0641,2008-09-01 23:28:00,train,0,0,1,False
U0642,2008-09-01 23:39:00,train,0,0,0,False
U0643,2008-09-01 23:45:00,train,0,0,0,False
U0644,2008-09-01 23:59:00,train,0,0,0,False
U0645,2008-09-02 00:26:00,train,0,0,0,False
U0646,2008-09-02 00:31:00,train,0,0,0,False
U0647,2008-09-02 00:46:00,train,0,0,0,False
U0648,2008-09-02 01:09:00,train,0,0,0,False
U0650,2008-09-02 01:10:00,train,0,0,0,False
U0649,2008-09-02 01:10:00,train,0,0,0,False
U0651,2008-09-02 01:36:00,train,0,0,0,False
U0652,2008-09-02 01:50:00,train,0,0,0,False
U0653,2008-09-02 02:02:00,train,0,0,0,False
U0654,2008-09-02 02:11:00,train,0,0,0,False
U0655,2008-09-02 02:50:00,train,0,0,0,False
U0656,2008-09-02 02:52:00,train,0,0,0,False
U0657,2008-09-02 03:33:00,train,0,0,0,False
U0658,2008-09-02 03:35:00,train,0,0,0,False
U0659,2008-09-02 03:35:00,train,0,0,0,False
U0660,2008-09-02 04:19:00,train,0,0,0,False
U0661,2008-09-02 04:22:00,train,0,1,0,True
U0662,2008-09-02 05:46:00,train,0,1,1,True
U0663,2008-09-02 06:03:00,train,0,1,1,True
U0664,2008-09-02 06:19:00,train,0,0,3,False
U0665,2008-09-02 06:32:00,train,0,0,1,False
U0666,2008-09-02 06:48:00,train,0,0,1,False
U0667,2008-09-02 07:22:00,train,0,0,1,False
U0668,2008-09-02 07:32:00,train,0,5,0,True
U0669,2008-09-02 08:15:00,train,0,0,0,False
U0670,2008-09-02 08:54:00,train,0,0,0,False
U0671,2008-09-02 09:36:00,train,0,0,0,False
U0672,2008-09-02 09:37:00,train,0,0,0,False
U0673,2008-09-02 10:13:00,train,0,0,0,False
U0674,2008-09-02 10:21:00,train,0,0,0,False
U0675,2008-09-02 10:25:00,train,0,0,0,False
U0676,2008-09-02 10:33:00,train,0,0,0,False
U0677,2008-09-02 11:08:00,train,0,0,0,False
U0678,2008-09-02 11:22:00,train,0,0,0,False
U0679,2008-09-02 11:47:00,train,0,0,0,False
U0680,2008-09-02 11:49:00,train,0,0,0,False
U0681,2008-09-02 12:01:00,train,0,0,0,False
U0682,2008-09-02 12:17:00,train,0,0,0,False
U0683,2008-09-02 12:26:00,train,0,0,0,False
U0684,2008-09-02 12:30:00,train,0,0,0,False
U0685,2008-09-02 12:44:00,train,0,0,0,False
U0686,2008-09-02 13:05:00,train,0,0,0,False
U0687,2008-09-02 13:08:00,train,0,0,0,False
U0688,2008-09-02 13:27:00,train,0,0,0,False
U0689,2008-09-02 13:40:00,train,0,0,0,False
U0690,2008-09-02 14:09:00,train,0,1,0,True
U0691,2008-09-02 14:21:00,train,0,0,1,False
U0692,2008-09-02 14:34:00,train,0,0,1,False
U0693,2008-09-02 15:29:00,train,0,0,1,False
U0694,2008-09-02 16:10:00,train,0,0,0,False
U0695,2008-09-02 16:50:00,train,0,0,0,False
U0696,2008-09-02 16:54:00,train,0,0,0,False
U0697,2008-09-02 16:58:00,train,0,0,0,False
U0698,2008-09-02 17:10:00,train,0,0,0,False
U0699,2008-09-02 17:18:00,train,0,0,0,False
U0700,2008-09-02 18:38:00,train,0,0,0,False
U0701,2008-09-02 18:52:00,train,0,0,0,False
U0702,2008-09-02 19:18:00,train,0,0,0,False
U0703,2008-09-02 20:18:00,train,0,0,0,False
U0704,2008-09-02 20:52:00,train,0,0,0,False
U0705,2008-09-02 20:58:00,train,0,0,0,False
U0706,2008-09-02 20:59:00,train,0,0,0,False
U0707,2008-09-03 00:18:00,train,0,1,0,True
U0708,2008-09-03 00:45:00,train,0,1,1,True
U0709,2008-09-03 00:58:00,train,0,0,0,False
U0710,2008-09-03 01:15:00,train,1,0,0,False
U0711,2008-09-03 01:32:00,train,0,0,1,False
U0712,2008-09-03 04:18:00,train,0,0,1,False
U0713,2008-09-03 06:26:00,train,0,0,1,False
U0714,2008-09-03 09:38:00,train,0,0,1,False
U0715,2008-09-03 14:24:00,train,0,0,1,False
U0716,2008-09-03 14:29:00,train,0,0,0,False
U0717,2008-09-03 17:22:00,train,0,0,0,False
U0718,2008-09-03 18:16:00,train,0,0,0,False
U0719,2008-09-03 18:16:00,train,0,0,0,False
U0720,2008-09-03 20:00:00,train,0,0,0,False
U0721,2008-09-03 20:10:00,train,0,0,0,False
U0722,2008-09-04 08:01:00,train,0,0,0,False
U0723,2008-09-04 08:22:00,train,0,0,1,False
U0724,2008-09-04 08:33:00,train,0,0,1,False
U0725,2008-09-04 08:41:00,train,0,0,1,False
U0726,2008-09-04 08:53:00,train,0,0,0,False
U0727,2008-09-04 11:50:00,train,0,0,0,False
U0728,2008-09-04 14:09:00,train,0,0,0,False
U0729,2008-09-04 14:11:00,train,0,0,1,False
U0730,2008-09-04 14:48:00,train,0,0,1,False
U0731,2008-09-04 16:30:00,train,0,0,1,False
U0732,2008-09-04 16:41:00,train,0,0,1,False
U0733,2008-09-04 16:56:00,train,0,0,1,False
U0734,2008-09-04 17:30:00,train,0,0,1,False
U0735,2008-09-05 15:30:00,train,0,0,1,False
U0736,2008-09-05 21:48:00,train,0,0,1,False
U0737,2008-09-07 00:08:00,train,0,0,1,False
U0738,2008-09-07 00:12:00,train,0,0,1,False
U0739,2008-09-07 00:49:00,train,0,0,3,False
U0740,2008-09-07 10:52:00,train,0,0,2,False
U0741,2008-09-07 12:04:00,train,0,0,2,False
U0742,2008-09-07 12:20:00,train,0,0,1,False
U0743,2008-09-07 13:02:00,train,0,0,1,False
U0744,2008-09-07 18:02:00,train,0,0,2,False
U0745,2008-09-07 18:24:00,train,0,0,2,False
U0746,2008-09-07 18:49:00,train,0,0,2,False
U0747,2008-09-07 19:29:00,train,0,0,2,False
U0748,2008-09-07 19:31:00,train,0,0,1,False
U0749,2008-09-07 20:12:00,train,0,0,1,False
U0750,2008-09-07 20:50:00,train,0,0,1,False
U0751,2008-09-07 23:33:00,train,0,0,1,False
U0752,2008-09-08 00:32:00,train,0,0,1,False
U0753,2008-09-08 00:40:00,train,0,0,1,False
U0754,2008-09-08 01:24:00,train,0,0,1,False
U0755,2008-09-08 03:32:00,train,0,0,1,False
U0756,2008-09-08 03:48:00,train,0,0,1,False
U0757,2008-09-08 04:21:00,train,0,0,1,False
U0758,2008-09-08 06:37:00,train,0,0,1,False
U0759,2008-09-08 07:14:00,train,0,0,1,False
U0760,2008-09-08 07:41:00,train,0,0,1,False
U0761,2008-09-08 18:46:00,train,0,0,1,False
U0762,2008-09-08 19:14:00,train,0,0,2,False
U0763,2008-09-08 19:15:00,train,0,0,2,False
U0764,2008-09-08 19:25:00,train,0,0,3,False
U0765,2008-09-08 19:33:00,train,0,1,3,True
U0766,2008-09-08 20:00:00,train,0,1,2,True
U0767,2008-09-08 21:36:00,train,0,0,3,False
U0768,2008-09-08 21:53:00,train,0,0,2,False
U0769,2008-09-08 22:17:00,train,0,0,3,False
U0770,2008-09-09 00:25:00,train,0,0,2,False
U0771,2008-09-09 03:53:00,train,0,0,3,False
U0772,2008-09-09 08:44:00,train,0,0,2,False
U0773,2008-09-10 07:26:00,train,0,0,1,False
U0774,2008-09-10 09:21:00,train,0,0,1,False
U0775,2008-09-10 20:52:00,train,0,0,1,False
U0776,2008-09-10 20:53:00,train,0,0,1,False
U0777,2008-09-10 21:56:00,train,0,0,1,False
U0778,2008-09-10 23:30:00,train,0,0,1,False
U0779,2008-09-10 23:43:00,train,0,0,1,False
U0780,2008-09-11 00:17:00,train,0,0,2,False
U0781,2008-09-11 05:20:00,train,0,0,1,False
U0782,2008-09-11 06:04:00,train,0,0,1,False
U0783,2008-09-11 07:43:00,train,0,0,1,False
U0784,2008-09-11 08:06:00,train,0,0,2,False
U0785,2008-09-11 08:58:00,train,0,0,1,False
U0786,2008-09-11 09:24:00,train,0,0,1,False
U0787,2008-09-11 12:47:00,train,0,0,2,False
U0788,2008-09-11 13:36:00,train,0,0,1,False
U0789,2008-09-11 14:20:00,train,0,0,0,False
U0790,2008-09-11 14:24:00,train,0,0,0,False
U0791,2008-09-11 14:31:00,train,0,0,0,False
U0792,2008-09-11 15:05:00,train,0,0,0,False
U0793,2008-09-11 15:08:00,train,0,0,2,False
U0794,2008-09-11 16:28:00,train,0,0,2,False
U0795,2008-09-11 21:13:00,train,0,0,1,False
U0796,2008-09-11 22:07:00,train,1,0,1,False
U0797,2008-09-11 23:10:00,train,0,0,0,False
U0798,2008-09-11 23:48:00,train,1,0,0,False
U0799,2008-09-12 05:11:00,train,0,0,0,False
U0800,2008-09-12 05:55:00,train,0,0,0,False
U0801,2008-09-12 06:38:00,train,0,0,0,False
U0802,2008-09-12 06:41:00,train,0,0,1,False
U0803,2008-09-12 06:45:00,train,0,1,1,True
U0804,2008-09-12 07:21:00,train,0,0,1,False
U0805,2008-09-12 07:29:00,train,0,0,2,False
U0806,2008-09-12 07:38:00,train,0,0,1,False
U0807,2008-09-12 11:57:00,train,0,0,1,False
U0808,2008-09-12 13:08:00,train,0,0,1,False
U0809,2008-09-12 14:52:00,train,0,0,3,False
U0810,2008-09-12 15:40:00,train,0,0,2,False
U0811,2008-09-12 16:23:00,train,0,0,3,False
U0812,2008-09-12 18:01:00,train,0,0,4,False
U0813,2008-09-12 18:52:00,train,0,0,3,False
U0814,2008-09-12 19:36:00,train,0,0,3,False
U0815,2008-09-12 20:28:00,train,0,0,2,False
U0816,2008-09-12 21:12:00,train,0,0,2,False
U0817,2008-09-12 22:25:00,train,0,0,2,False
U0818,2008-09-12 22:45:00,train,0,0,2,False
U0819,2008-09-12 23:28:00,train,0,0,2,False
U0820,2008-09-12 23:40:00,train,0,0,2,False
U0821,2008-09-13 00:25:00,train,0,0,2,False
U0822,2008-09-13 02:57:00,train,0,0,2,False
U0823,2008-09-13 03:14:00,train,0,0,2,False
U0824,2008-09-13 09:19:00,train,0,1,2,True
U0825,2008-09-13 10:55:00,train,0,1,2,True
U0826,2008-09-13 11:42:00,train,0,0,2,False
U0827,2008-09-13 11:56:00,train,1,0,2,False
U0828,2008-09-13 12:48:00,train,0,0,2,False
U0829,2008-09-13 14:07:00,train,0,0,2,False
U0830,2008-09-13 16:04:00,train,0,0,2,False
U0831,2008-09-13 16:04:00,train,0,0,2,False
U0832,2008-09-13 20:06:00,train,1,0,2,False
U0833,2008-09-14 02:50:00,train,0,0,1,False
U0834,2008-09-14 02:59:00,train,0,0,1,False
U0835,2008-09-14 15:02:00,train,0,0,1,False
U0836,2008-09-14 15:46:00,train,0,0,1,False
U0837,2008-09-14 16:34:00,train,0,0,0,False
U0838,2008-09-14 17:40:00,train,0,0,0,False
U0839,2008-09-14 18:27:00,train,0,0,0,False
U0840,2008-09-14 18:27:00,train,0,0,2,False
U0841,2008-09-14 19:13:00,train,0,0,3,False
U0842,2008-09-14 20:00:00,train,0,1,2,True
U0843,2008-09-14 20:43:00,train,0,0,4,False
U0844,2008-09-14 20:45:00,train,0,0,3,False
U0845,2008-09-14 21:31:00,train,0,0,4,False
U0846,2008-09-14 23:00:00,train,0,0,3,False
U0847,2008-09-15 02:04:00,train,0,0,1,False
U0848,2008-09-15 10:03:00,train,0,0,1,False
U0849,2008-09-15 11:40:00,train,0,0,1,False
U0850,2008-09-15 12:27:00,train,0,0,1,False
U0851,2008-09-15 16:10:00,train,0,0,1,False
U0852,2008-09-15 16:59:00,train,0,0,1,False
U0853,2008-09-15 19:54:00,train,0,0,2,False
U0854,2008-09-15 21:56:00,train,0,0,1,False
U0855,2008-09-15 22:13:00,train,0,0,0,False
U0856,2008-09-15 22:45:00,train,0,0,0,False
U0857,2008-09-15 22:54:00,train,0,1,0,True
U0858,2008-09-15 23:37:00,train,0,1,0,True
U0859,2008-09-16 07:39:00,train,0,1,0,True
U0860,2008-09-16 07:48:00,train,0,0,0,False
U0861,2008-09-16 08:50:00,train,0,0,1,False
U0862,2008-09-16 08:52:00,train,0,0,1,False
U0863,2008-09-16 09:37:00,train,0,0,2,False
U0864,2008-09-16 17:07:00,train,0,0,0,False
U0865,2008-09-16 18:09:00,train,0,0,0,False
U0866,2008-09-16 18:23:00,train,0,0,1,False
U0867,2008-09-16 19:34:00,train,0,0,1,False
U0868,2008-09-16 19:45:00,train,0,0,0,False
U0869,2008-09-16 21:21:00,train,0,0,0,False
U0870,2008-09-16 22:45:00,train,0,0,0,False
U0871,2008-09-17 02:01:00,train,0,0,0,False
U0872,2008-09-17 04:23:00,train,1,0,0,False
U0873,2008-09-17 07:14:00,train,0,0,1,False
U0874,2008-09-17 07:28:00,train,0,0,1,False
U0875,2008-09-17 21:52:00,train,0,0,2,False
U0876,2008-09-18 00:57:00,train,0,0,2,False
U0877,2008-09-18 01:40:00,train,0,0,2,False
U0878,2008-09-18 01:43:00,train,0,0,1,False
U0879,2008-09-18 02:01:00,train,0,0,1,False
U0880,2008-09-18 03:58:00,train,0,0,1,False
U0881,2008-09-18 03:58:00,train,0,0,1,False
U0882,2008-09-18 05:44:00,train,0,0,1,False
U0883,2008-09-18 05:58:00,train,0,0,2,False
U0884,2008-09-18 08:04:00,train,0,0,2,False
U0885,2008-09-18 10:48:00,train,0,0,2,False
U0886,2008-09-18 13:48:00,train,0,0,0,False
U0887,2008-09-18 17:22:00,train,0,0,0,False
U0888,2008-09-18 18:12:00,train,0,0,0,False
U0889,2008-09-18 18:56:00,train,0,0,0,False
U0890,2008-09-18 21:12:00,train,0,0,0,False
U0891,2008-09-18 21:56:00,train,0,0,0,False
U0892,2008-09-18 23:00:00,train,0,0,1,False
U0893,2008-09-18 23:05:00,train,0,0,0,False
U0894,2008-09-18 23:44:00,train,0,0,2,False
U0895,2008-09-19 00:30:00,train,0,0,2,False
U0896,2008-09-19 01:57:00,train,0,0,3,False
U0897,2008-09-19 02:44:00,train,0,0,2,False
U0898,2008-09-19 04:42:00,train,0,0,3,False
U0899,2008-09-19 05:33:00,train,0,0,3,False
U0900,2008-09-19 05:57:00,train,0,0,3,False
U0901,2008-09-19 06:01:00,train,0,0,2,False
U0902,2008-09-19 06:44:00,train,0,0,2,False
U0903,2008-09-19 07:14:00,train,0,0,3,False
U0904,2008-09-19 07:18:00,train,0,0,3,False
U0905,2008-09-19 08:08:00,train,0,0,2,False
U0906,2008-09-19 08:52:00,train,0,0,2,False
U0907,2008-09-19 09:12:00,train,0,0,2,False
U0908,2008-09-19 09:47:00,train,0,0,3,False
U0909,2008-09-19 10:45:00,train,0,0,3,False
U0910,2008-09-19 11:13:00,train,0,0,3,False
U0911,2008-09-19 11:54:00,train,0,0,2,False
U0912,2008-09-19 13:59:00,train,0,0,1,False
U0913,2008-09-19 15:31:00,train,0,0,2,False
U0914,2008-09-19 16:40:00,train,0,0,2,False
U0915,2008-09-19 16:58:00,train,1,0,2,False
U0916,2008-09-19 17:47:00,train,0,0,1,False
U0917,2008-09-19 18:11:00,train,0,0,1,False
U0918,2008-09-19 18:33:00,train,0,0,1,False
U0919,2008-09-19 19:18:00,train,0,0,1,False
U0920,2008-09-19 19:29:00,train,0,0,1,False
U0921,2008-09-19 20:05:00,train,0,0,1,False
U0922,2008-09-19 20:07:00,train,0,0,1,False
U0923,2008-09-19 20:10:00,train,0,0,2,False
U0924,2008-09-19 20:17:00,train,0,0,1,False
U0925,2008-09-19 20:19:00,train,1,0,1,False
U0926,2008-09-19 21:08:00,train,0,0,1,False
U0927,2008-09-19 21:09:00,train,1,0,0,False
U0928,2008-09-19 21:13:00,train,0,0,0,False
U0929,2008-09-19 21:14:00,train,0,0,1,False
U0930,2008-09-19 21:59:00,train,1,0,1,False
U0931,2008-09-19 23:26:00,train,0,0,1,False
U0932,2008-09-19 23:33:00,train,0,0,1,False
U0933,2008-09-20 00:18:00,train,0,0,1,False
U0934,2008-09-20 00:33:00,train,0,0,0,False
U0935,2008-09-20 03:58:00,train,0,0,1,False
U0936,2008-09-20 04:13:00,train,0,0,1,False
U0937,2008-09-20 04:28:00,train,0,0,1,False
U0938,2008-09-20 05:22:00,train,0,0,2,False
U0939,2008-09-20 05:25:00,train,0,0,1,False
U0940,2008-09-20 05:34:00,train,0,0,1,False
U0941,2008-09-20 06:08:00,train,0,0,1,False
U0942,2008-09-20 07:21:00,train,0,0,1,False
U0943,2008-09-20 08:14:00,train,0,0,1,False
U0944,2008-09-20 10:51:00,train,0,0,1,False
U0945,2008-09-20 11:18:00,train,0,0,2,False
U0946,2008-09-20 12:20:00,train,0,0,2,False
U0947,2008-09-20 12:26:00,train,0,1,2,True
U0948,2008-09-20 12:27:00,train,0,1,2,True
U0949,2008-09-20 12:36:00,train,0,1,2,True
U0950,2008-09-20 12:57:00,train,0,1,2,True
U0951,2008-09-20 14:00:00,train,0,1,2,True
U0952,2008-09-20 14:06:00,train,0,1,2,True
U0953,2008-09-20 14:42:00,train,0,1,1,True
U0954,2008-09-20 14:50:00,train,0,0,1,False
U0955,2008-09-20 14:53:00,train,0,0,1,False
U0956,2008-09-20 15:02:00,train,0,0,1,False
U0957,2008-09-20 15:19:00,train,0,0,1,False
U0958,2008-09-20 15:37:00,train,0,0,2,False
U0959,2008-09-20 15:46:00,train,0,0,3,False
U0960,2008-09-20 16:43:00,train,0,0,1,False
U0961,2008-09-20 16:44:00,train,0,0,3,False
U0962,2008-09-20 17:26:00,train,0,0,2,False
U0963,2008-09-20 17:29:00,train,0,0,2,False
U0964,2008-09-20 18:03:00,train,0,0,2,False
U0965,2008-09-20 18:21:00,train,0,0,2,False
U0966,2008-09-20 18:56:00,train,0,1,2,True
U0967,2008-09-20 19:14:00,train,0,1,2,True
U0968,2008-09-20 19:21:00,train,0,1,2,True
U0969,2008-09-20 23:34:00,train,0,1,2,True
U0970,2008-09-21 00:48:00,train,0,0,2,False
U0971,2008-09-21 01:06:00,train,0,1,2,True
U0972,2008-09-21 02:07:00,train,0,1,2,True
U0973,2008-09-21 03:04:00,train,0,0,2,False
U0974,2008-09-21 03:47:00,train,0,0,3,False
U0975,2008-09-21 04:17:00,train,0,0,2,False
U0976,2008-09-21 04:49:00,train,0,1,2,True
U0977,2008-09-21 07:30:00,train,0,1,1,True
U0978,2008-09-21 07:55:00,train,0,0,1,False
U0979,2008-09-21 08:22:00,train,0,0,1,False
U0980,2008-09-21 08:49:00,train,0,0,1,False
U0981,2008-09-21 09:16:00,train,0,0,1,False
U0982,2008-09-21 09:31:00,train,0,0,1,False
U0983,2008-09-21 10:07:00,train,0,0,1,False
U0984,2008-09-21 10:49:00,train,0,0,1,False
U0985,2008-09-21 11:33:00,train,0,0,2,False
U0986,2008-09-21 12:04:00,train,0,0,2,False
U0987,2008-09-21 14:30:00,train,0,0,1,False
U0988,2008-09-21 14:31:00,train,0,1,1,True
U0989,2008-09-21 14:33:00,train,0,1,1,True
U0990,2008-09-21 15:15:00,train,0,0,2,False
U0991,2008-09-21 15:26:00,train,0,0,2,False
U0992,2008-09-21 15:34:00,train,0,1,2,True
U0993,2008-09-21 16:43:00,train,0,1,2,True
U0994,2008-09-21 17:26:00,train,0,1,3,True
U0995,2008-09-21 17:30:00,train,0,1,3,True
U0996,2008-09-21 18:12:00,train,0,1,1,True
U0997,2008-09-21 19:19:00,train,0,1,2,True
U0998,2008-09-21 20:35:00,train,0,1,2,True
U0999,2008-09-21 21:54:00,train,0,1,2,True
U1000,2008-09-21 22:02:00,train,0,1,1,True
U1001,2008-09-22 00:12:00,train,0,1,1,True
U1002,2008-09-22 00:28:00,train,0,0,1,False
U1003,2008-09-22 00:47:00,train,0,0,1,False
U1004,2008-09-22 01:43:00,train,0,0,1,False
U1005,2008-09-22 03:51:00,train,0,0,1,False
U1006,2008-09-22 06:05:00,train,0,0,1,False
U1007,2008-09-22 07:12:00,train,0,0,1,False
U1008,2008-09-22 10:43:00,train,0,0,1,False
U1009,2008-09-22 11:50:00,train,0,0,1,False
U1010,2008-09-22 12:11:00,train,0,0,1,False
U1011,2008-09-22 12:45:00,train,0,0,3,False
U1012,2008-09-22 13:03:00,train,0,0,1,False
U1013,2008-09-22 14:24:00,train,0,0,1,False
U1014,2008-09-22 14:27:00,train,0,0,1,False
U1015,2008-09-22 14:36:00,train,0,0,1,False
U1016,2008-09-22 16:25:00,train,0,0,1,False
U1017,2008-09-22 21:30:00,train,0,0,1,False
U1018,2008-09-22 21:31:00,train,0,0,1,False
U1019,2008-09-22 22:15:00,train,0,0,2,False
U1020,2008-09-22 22:17:00,train,0,0,2,False
U1021,2008-09-22 23:01:00,train,0,0,1,False
U1022,2008-09-22 23:10:00,train,0,0,3,False
U1023,2008-09-23 00:57:00,train,0,0,3,False
U1024,2008-09-23 06:44:00,train,0,0,3,False
U1025,2008-09-23 06:44:00,train,0,0,4,False
U1026,2008-09-23 06:52:00,train,0,0,3,False
U1027,2008-09-23 07:58:00,train,0,0,3,False
U1028,2008-09-23 08:11:00,train,0,0,3,False
U1029,2008-09-23 09:43:00,train,0,0,3,False
U1030,2008-09-23 11:14:00,train,1,0,2,False
U1031,2008-09-23 11:42:00,train,0,0,2,False
U1032,2008-09-23 11:43:00,train,0,0,1,False
