unit_id,sensor,value,timestamp,date,status,center_line,ucl,lcl,out_of_control,importance_rank
U1222,sensor_059,0.6573,2008-10-01 21:15:00,2008-10-01,Pass,2.5635,30.5028,-25.3759,No,1
U1223,sensor_059,-1.9727,2008-10-01 21:50:00,2008-10-01,Pass,2.5635,30.5028,-25.3759,No,1
U1224,sensor_059,5.0691,2008-10-01 22:47:00,2008-10-01,Pass,2.5635,30.5028,-25.3759,No,1
U1225,sensor_059,-0.5127,2008-10-01 23:34:00,2008-10-01,Pass,2.5635,30.5028,-25.3759,No,1
U1226,sensor_059,4.1591,2008-10-02 00:21:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1227,sensor_059,3.1373,2008-10-02 00:22:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1228,sensor_059,3.8682,2008-10-02 03:17:00,2008-10-02,Fail,2.5635,30.5028,-25.3759,No,1
U1229,sensor_059,-5.4145,2008-10-02 03:27:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1230,sensor_059,-0.6818,2008-10-02 04:11:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1231,sensor_059,4.6891,2008-10-02 04:23:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1232,sensor_059,0.7736,2008-10-02 04:24:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1233,sensor_059,-0.7109,2008-10-02 06:49:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1234,sensor_059,3.1527,2008-10-02 07:35:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1235,sensor_059,,2008-10-02 07:58:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1236,sensor_059,-3.8864,2008-10-02 08:24:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1237,sensor_059,-6.8764,2008-10-02 08:52:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1238,sensor_059,-0.3955,2008-10-02 08:57:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1239,sensor_059,0.1364,2008-10-02 09:10:00,2008-10-02,Fail,2.5635,30.5028,-25.3759,No,1
U1240,sensor_059,0.5536,2008-10-02 09:42:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1241,sensor_059,3.2573,2008-10-02 10:03:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1242,sensor_059,0.8527,2008-10-02 14:07:00,2008-10-02,Fail,2.5635,30.5028,-25.3759,No,1
U1243,sensor_059,-5.7091,2008-10-02 14:10:00,2008-10-02,Fail,2.5635,30.5028,-25.3759,No,1
U1244,sensor_059,3.0718,2008-10-02 14:54:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1245,sensor_059,4.9382,2008-10-02 15:10:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1246,sensor_059,2.8727,2008-10-02 15:44:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1247,sensor_059,-0.63,2008-10-02 15:58:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1248,sensor_059,-1.4355,2008-10-02 16:32:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1249,sensor_059,3.7136,2008-10-02 16:58:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1250,sensor_059,1.04,2008-10-02 17:00:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1251,sensor_059,-3.0909,2008-10-02 17:19:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1252,sensor_059,-1.41,2008-10-02 19:21:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1253,sensor_059,-0.0182,2008-10-02 19:25:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1254,sensor_059,2.9282,2008-10-02 20:54:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1255,sensor_059,3.8882,2008-10-02 21:32:00,2008-10-02,Fail,2.5635,30.5028,-25.3759,No,1
U1256,sensor_059,-3.5727,2008-10-02 21:33:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1257,sensor_059,0.1627,2008-10-02 22:23:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1258,sensor_059,1.7909,2008-10-02 22:33:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1259,sensor_059,-2.4818,2008-10-02 23:32:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1260,sensor_059,0.67,2008-10-02 23:32:00,2008-10-02,Pass,2.5635,30.5028,-25.3759,No,1
U1261,sensor_059,1.7273,2008-10-03 00:24:00,2008-10-03,Pass,2.5635,30.5028,-25.3759,No,1
U1262,sensor_059,1.8609,2008-10-03 00:55:00,2008-10-03,Pass,2.5635,30.5028,-25.3759,No,1
U1263,sensor_059,2.5055,2008-10-03 02:41:00,2008-10-03,Pass,2.5635,30.5028,-25.3759,No,1
U1264,sensor_059,1.9764,2008-10-03 03:52:00,2008-10-03,Pass,2.5635,30.5028,-25.3759,No,1
U1265,sensor_059,3.3064,2008-10-03 03:56:00,2008-10-03,Pass,2.5635,30.5028,-25.3759,No,1
U1266,sensor_059,-2.1009,2008-10-03 04:49:00,2008-10-03,Pass,2.5635,30.5028,-25.3759,No,1
U1267,sensor_059,0.7864,2008-10-03 05:01:00,2008-10-03,Pass,2.5635,30.5028,-25.3759,No,1
U1268,sensor_059,0.9573,2008-10-03 05:45:00,2008-10-03,Pass,2.5635,30.5028,-25.3759,No,1
U1269,sensor_059,0.2236,2008-10-03 06:15:00,2008-10-03,Pass,2.5635,30.5028,-25.3759,No,1
U1270,sensor_059,3.4845,2008-10-03 08:35:00,2008-10-03,Pass,2.5635,30.5028,-25.3759,No,1
U1271,sensor_059,-0.1891,2008-10-03 09:30:00,2008-10-03,Pass,2.5635,30.5028,-25.3759,No,1
U1272,sensor_059,-5.55,2008-10-03 11:40:00,2008-10-03,Pass,2.5635,30.5028,-25.3759,No,1
U1273,sensor_059,0.7955,2008-10-03 12:31:00,2008-10-03,Pass,2.5635,30.5028,-25.3759,No,1
U1274,sensor_059,1.5036,2008-10-03 18:45:00,2008-10-03,Pass,2.5635,30.5028,-25.3759,No,1
U1275,sensor_059,-0.3445,2008-10-03 19:23:00,2008-10-03,Pass,2.5635,30.5028,-25.3759,No,1
U1276,sensor_059,-7.1427,2008-10-03 19:23:00,2008-10-03,Pass,2.5635,30.5028,-25.3759,No,1
U1277,sensor_059,-4.72,2008-10-03 20:11:00,2008-10-03,Pass,2.5635,30.5028,-25.3759,No,1
U1278,sensor_059,0.9427,2008-10-03 20:26:00,2008-10-03,Pass,2.5635,30.5028,-25.3759,No,1
U1279,sensor_059,1.8782,2008-10-03 20:35:00,2008-10-03,Pass,2.5635,30.5028,-25.3759,No,1
U1280,sensor_059,-3.3427,2008-10-03 20:46:00,2008-10-03,Pass,2.5635,30.5028,-25.3759,No,1
U1281,sensor_059,0.6855,2008-10-03 21:15:00,2008-10-03,Pass,2.5635,30.5028,-25.3759,No,1
U1282,sensor_059,-3.6036,2008-10-03 21:52:00,2008-10-03,Pass,2.5635,30.5028,-25.3759,No,1
U1283,sensor_059,1.1991,2008-10-03 22:08:00,2008-10-03,Pass,2.5635,30.5028,-25.3759,No,1
U1284,sensor_059,1.5882,2008-10-03 22:53:00,2008-10-03,Pass,2.5635,30.5028,-25.3759,No,1
U1285,sensor_059,-6.0636,2008-10-03 23:46:00,2008-10-03,Pass,2.5635,30.5028,-25.3759,No,1
U1286,sensor_059,2.5855,2008-10-04 00:58:00,2008-10-04,Pass,2.5635,30.5028,-25.3759,No,1
U1287,sensor_059,-1.8809,2008-10-04 01:49:00,2008-10-04,Pass,2.5635,30.5028,-25.3759,No,1
U1288,sensor_059,-3.7773,2008-10-04 02:36:00,2008-10-04,Pass,2.5635,30.5028,-25.3759,No,1
U1289,sensor_059,-2.1464,2008-10-04 03:53:00,2008-10-04,Pass,2.5635,30.5028,-25.3759,No,1
U1290,sensor_059,0.8045,2008-10-04 04:12:00,2008-10-04,Pass,2.5635,30.5028,-25.3759,No,1
U1291,sensor_059,-1.3618,2008-10-04 04:45:00,2008-10-04,Pass,2.5635,30.5028,-25.3759,No,1
U1292,sensor_059,-3.1382,2008-10-04 09:29:00,2008-10-04,Pass,2.5635,30.5028,-25.3759,No,1
U1293,sensor_059,0.3245,2008-10-04 15:16:00,2008-10-04,Pass,2.5635,30.5028,-25.3759,No,1
U1294,sensor_059,-9.7682,2008-10-04 16:58:00,2008-10-04,Pass,2.5635,30.5028,-25.3759,No,1
U1295,sensor_059,2.6991,2008-10-04 18:15:00,2008-10-04,Pass,2.5635,30.5028,-25.3759,No,1
U1296,sensor_059,-3.7073,2008-10-04 18:25:00,2008-10-04,Pass,2.5635,30.5028,-25.3759,No,1
U1297,sensor_059,-2.6564,2008-10-04 18:59:00,2008-10-04,Pass,2.5635,30.5028,-25.3759,No,1
U1298,sensor_059,-7.87,2008-10-04 19:12:00,2008-10-04,Pass,2.5635,30.5028,-25.3759,No,1
U1299,sensor_059,-1.99,2008-10-04 19:47:00,2008-10-04,Pass,2.5635,30.5028,-25.3759,No,1
U1300,sensor_059,-5.8855,2008-10-04 19:54:00,2008-10-04,Pass,2.5635,30.5028,-25.3759,No,1
U1301,sensor_059,4.3618,2008-10-04 20:39:00,2008-10-04,Pass,2.5635,30.5028,-25.3759,No,1
U1302,sensor_059,-7.6655,2008-10-04 22:06:00,2008-10-04,Pass,2.5635,30.5028,-25.3759,No,1
U1303,sensor_059,1.1655,2008-10-04 23:18:00,2008-10-04,Fail,2.5635,30.5028,-25.3759,No,1
U1304,sensor_059,8.1455,2008-10-05 00:33:00,2008-10-05,Fail,2.5635,30.5028,-25.3759,No,1
U1305,sensor_059,1.6482,2008-10-05 00:33:00,2008-10-05,Pass,2.5635,30.5028,-25.3759,No,1
U1306,sensor_059,-1.4227,2008-10-05 01:35:00,2008-10-05,Pass,2.5635,30.5028,-25.3759,No,1
U1307,sensor_059,0.0955,2008-10-05 04:01:00,2008-10-05,Pass,2.5635,30.5028,-25.3759,No,1
U1308,sensor_059,7.1009,2008-10-05 04:20:00,2008-10-05,Pass,2.5635,30.5028,-25.3759,No,1
U1309,sensor_059,1.5273,2008-10-05 04:48:00,2008-10-05,Pass,2.5635,30.5028,-25.3759,No,1
U1310,sensor_059,1.8582,2008-10-05 05:31:00,2008-10-05,Pass,2.5635,30.5028,-25.3759,No,1
U1311,sensor_059,0.2336,2008-10-05 05:53:00,2008-10-05,Pass,2.5635,30.5028,-25.3759,No,1
U1312,sensor_059,1.0482,2008-10-05 06:15:00,2008-10-05,Pass,2.5635,30.5028,-25.3759,No,1
U1313,sensor_059,-1.03,2008-10-05 08:02:00,2008-10-05,Pass,2.5635,30.5028,-25.3759,No,1
U1314,sensor_059,-1.0445,2008-10-05 08:40:00,2008-10-05,Pass,2.5635,30.5028,-25.3759,No,1
U1315,sensor_059,0.5982,2008-10-05 09:04:00,2008-10-05,Pass,2.5635,30.5028,-25.3759,No,1
U1316,sensor_059,0.4264,2008-10-05 09:47:00,2008-10-05,Pass,2.5635,30.5028,-25.3759,No,1
U1317,sensor_059,1.3255,2008-10-05 10:00:00,2008-10-05,Pass,2.5635,30.5028,-25.3759,No,1
U1318,sensor_059,-3.4191,2008-10-05 10:43:00,2008-10-05,Pass,2.5635,30.5028,-25.3759,No,1
U1319,sensor_059,0.1773,2008-10-05 11:05:00,2008-10-05,Pass,2.5635,30.5028,-25.3759,No,1
U1320,sensor_059,-1.7336,2008-10-05 11:30:00,2008-10-05,Pass,2.5635,30.5028,-25.3759,No,1
U1321,sensor_059,-6.74,2008-10-05 12:03:00,2008-10-05,Pass,2.5635,30.5028,-25.3759,No,1
U1322,sensor_059,-3.1927,2008-10-05 12:17:00,2008-10-05,Pass,2.5635,30.5028,-25.3759,No,1
U1323,sensor_059,2.7927,2008-10-05 13:49:00,2008-10-05,Pass,2.5635,30.5028,-25.3759,No,1
U1324,sensor_059,3.64,2008-10-05 14:34:00,2008-10-05,Pass,2.5635,30.5028,-25.3759,No,1
U1325,sensor_059,1.0691,2008-10-05 15:30:00,2008-10-05,Fail,2.5635,30.5028,-25.3759,No,1
U1326,sensor_059,-1.8736,2008-10-05 15:35:00,2008-10-05,Fail,2.5635,30.5028,-25.3759,No,1
U1327,sensor_059,5.7309,2008-10-05 16:15:00,2008-10-05,Pass,2.5635,30.5028,-25.3759,No,1
U1328,sensor_059,-4.0527,2008-10-05 16:37:00,2008-10-05,Fail,2.5635,30.5028,-25.3759,No,1
U1329,sensor_059,-2.5418,2008-10-05 16:49:00,2008-10-05,Fail,2.5635,30.5028,-25.3759,No,1
U1330,sensor_059,-6.6455,2008-10-05 18:46:00,2008-10-05,Fail,2.5635,30.5028,-25.3759,No,1
U1331,sensor_059,1.0518,2008-10-05 18:59:00,2008-10-05,Pass,2.5635,30.5028,-25.3759,No,1
U1332,sensor_059,-0.81,2008-10-05 19:45:00,2008-10-05,Pass,2.5635,30.5028,-25.3759,No,1
U1333,sensor_059,-5.1491,2008-10-05 20:12:00,2008-10-05,Pass,2.5635,30.5028,-25.3759,No,1
U1334,sensor_059,6.2636,2008-10-05 20:30:00,2008-10-05,Pass,2.5635,30.5028,-25.3759,No,1
U1335,sensor_059,-4.8873,2008-10-05 22:13:00,2008-10-05,Pass,2.5635,30.5028,-25.3759,No,1
U1336,sensor_059,-2.15,2008-10-06 00:41:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1337,sensor_059,-1.97,2008-10-06 01:25:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1338,sensor_059,0.7,2008-10-06 01:27:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1339,sensor_059,-2.7136,2008-10-06 01:30:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1340,sensor_059,-5.2427,2008-10-06 02:44:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1341,sensor_059,-2.8055,2008-10-06 02:49:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1342,sensor_059,-4.6582,2008-10-06 03:31:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1343,sensor_059,-1.1455,2008-10-06 03:50:00,2008-10-06,Fail,2.5635,30.5028,-25.3759,No,1
U1344,sensor_059,3.1336,2008-10-06 03:57:00,2008-10-06,Fail,2.5635,30.5028,-25.3759,No,1
U1345,sensor_059,3.6809,2008-10-06 04:26:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1346,sensor_059,5.17,2008-10-06 05:21:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1347,sensor_059,-1.2955,2008-10-06 05:24:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1348,sensor_059,3.8109,2008-10-06 06:11:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1349,sensor_059,2.0509,2008-10-06 06:26:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1350,sensor_059,0.6327,2008-10-06 06:49:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1351,sensor_059,1.7036,2008-10-06 07:12:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1352,sensor_059,-1.7818,2008-10-06 07:17:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1353,sensor_059,-2.2373,2008-10-06 07:35:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1354,sensor_059,-4.9627,2008-10-06 07:38:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1355,sensor_059,-2.0327,2008-10-06 08:24:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1356,sensor_059,-1.8709,2008-10-06 08:57:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1357,sensor_059,3.7555,2008-10-06 09:11:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1358,sensor_059,-4.8609,2008-10-06 09:57:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1359,sensor_059,-0.1145,2008-10-06 10:07:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1360,sensor_059,-3.9255,2008-10-06 11:51:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1361,sensor_059,-3.54,2008-10-06 12:39:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1362,sensor_059,-5.68,2008-10-06 12:42:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1363,sensor_059,2.4209,2008-10-06 13:08:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1364,sensor_059,-0.3136,2008-10-06 13:38:00,2008-10-06,Fail,2.5635,30.5028,-25.3759,No,1
U1365,sensor_059,-0.0345,2008-10-06 13:55:00,2008-10-06,Fail,2.5635,30.5028,-25.3759,No,1
U1366,sensor_059,-1.2164,2008-10-06 15:00:00,2008-10-06,Fail,2.5635,30.5028,-25.3759,No,1
U1367,sensor_059,1.8109,2008-10-06 15:01:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1368,sensor_059,1.2109,2008-10-06 15:52:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1369,sensor_059,-2.5945,2008-10-06 16:42:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1370,sensor_059,-2.91,2008-10-06 16:50:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1371,sensor_059,-3.2436,2008-10-06 17:26:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1372,sensor_059,-3.6345,2008-10-06 17:26:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1373,sensor_059,-3.9927,2008-10-06 17:35:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1374,sensor_059,-2.3618,2008-10-06 18:54:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1375,sensor_059,4.7282,2008-10-06 18:55:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1376,sensor_059,-3.1964,2008-10-06 19:42:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1377,sensor_059,-1.5036,2008-10-06 20:02:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1378,sensor_059,8.9964,2008-10-06 20:36:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1379,sensor_059,-0.4109,2008-10-06 20:47:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1380,sensor_059,-6.5027,2008-10-06 21:46:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1381,sensor_059,-3.7673,2008-10-06 21:48:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1382,sensor_059,3.3691,2008-10-06 22:37:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1383,sensor_059,1.3355,2008-10-06 23:03:00,2008-10-06,Pass,2.5635,30.5028,-25.3759,No,1
U1384,sensor_059,-3.4327,2008-10-07 01:46:00,2008-10-07,Pass,2.5635,30.5028,-25.3759,No,1
U1385,sensor_059,-3.8691,2008-10-07 03:29:00,2008-10-07,Pass,2.5635,30.5028,-25.3759,No,1
U1386,sensor_059,4.9336,2008-10-07 03:39:00,2008-10-07,Pass,2.5635,30.5028,-25.3759,No,1
U1387,sensor_059,1.1891,2008-10-07 07:32:00,2008-10-07,Pass,2.5635,30.5028,-25.3759,No,1
U1388,sensor_059,-2.3109,2008-10-07 07:41:00,2008-10-07,Pass,2.5635,30.5028,-25.3759,No,1
U1389,sensor_059,-3.0645,2008-10-07 08:25:00,2008-10-07,Pass,2.5635,30.5028,-25.3759,No,1
U1390,sensor_059,-1.99,2008-10-07 08:26:00,2008-10-07,Pass,2.5635,30.5028,-25.3759,No,1
U1391,sensor_059,3.1727,2008-10-07 09:11:00,2008-10-07,Pass,2.5635,30.5028,-25.3759,No,1
U1392,sensor_059,1.8318,2008-10-07 09:20:00,2008-10-07,Pass,2.5635,30.5028,-25.3759,No,1
U1393,sensor_059,-4.9191,2008-10-07 09:59:00,2008-10-07,Pass,2.5635,30.5028,-25.3759,No,1
U1394,sensor_059,-2.3264,2008-10-07 10:04:00,2008-10-07,Pass,2.5635,30.5028,-25.3759,No,1
U1395,sensor_059,-6.2591,2008-10-07 10:10:00,2008-10-07,Pass,2.5635,30.5028,-25.3759,No,1
U1396,sensor_059,-0.4636,2008-10-07 10:51:00,2008-10-07,Pass,2.5635,30.5028,-25.3759,No,1
U1397,sensor_059,-0.28,2008-10-07 11:15:00,2008-10-07,Pass,2.5635,30.5028,-25.3759,No,1
U1398,sensor_059,4.7382,2008-10-07 11:16:00,2008-10-07,Pass,2.5635,30.5028,-25.3759,No,1
U1399,sensor_059,-6.4945,2008-10-07 11:36:00,2008-10-07,Pass,2.5635,30.5028,-25.3759,No,1
U1400,sensor_059,-3.9618,2008-10-07 12:40:00,2008-10-07,Pass,2.5635,30.5028,-25.3759,No,1
U1401,sensor_059,-2.49,2008-10-07 13:10:00,2008-10-07,Fail,2.5635,30.5028,-25.3759,No,1
U1402,sensor_059,-0.5345,2008-10-07 13:48:00,2008-10-07,Pass,2.5635,30.5028,-25.3759,No,1
U1403,sensor_059,-7.8145,2008-10-07 14:35:00,2008-10-07,Pass,2.5635,30.5028,-25.3759,No,1
U1404,sensor_059,-2.9791,2008-10-07 16:32:00,2008-10-07,Pass,2.5635,30.5028,-25.3759,No,1
U1405,sensor_059,0.3173,2008-10-07 17:06:00,2008-10-07,Pass,2.5635,30.5028,-25.3759,No,1
U1406,sensor_059,-3.4618,2008-10-07 17:28:00,2008-10-07,Pass,2.5635,30.5028,-25.3759,No,1
U1407,sensor_059,-3.4391,2008-10-07 18:39:00,2008-10-07,Pass,2.5635,30.5028,-25.3759,No,1
U1408,sensor_059,-3.5573,2008-10-07 19:24:00,2008-10-07,Pass,2.5635,30.5028,-25.3759,No,1
U1409,sensor_059,2.6827,2008-10-07 20:19:00,2008-10-07,Pass,2.5635,30.5028,-25.3759,No,1
U1410,sensor_059,1.7791,2008-10-07 20:39:00,2008-10-07,Pass,2.5635,30.5028,-25.3759,No,1
U1411,sensor_059,-1.4627,2008-10-07 20:48:00,2008-10-07,Pass,2.5635,30.5028,-25.3759,No,1
U1412,sensor_059,-5.4282,2008-10-08 04:47:00,2008-10-08,Pass,2.5635,30.5028,-25.3759,No,1
U1413,sensor_059,-1.4609,2008-10-08 05:35:00,2008-10-08,Pass,2.5635,30.5028,-25.3759,No,1
U1414,sensor_059,-4.8009,2008-10-08 05:38:00,2008-10-08,Pass,2.5635,30.5028,-25.3759,No,1
U1415,sensor_059,-2.6682,2008-10-08 06:25:00,2008-10-08,Pass,2.5635,30.5028,-25.3759,No,1
U1416,sensor_059,-2.2582,2008-10-08 07:10:00,2008-10-08,Pass,2.5635,30.5028,-25.3759,No,1
U1417,sensor_059,-1.8509,2008-10-08 07:13:00,2008-10-08,Pass,2.5635,30.5028,-25.3759,No,1
U1418,sensor_059,-1.97,2008-10-08 07:16:00,2008-10-08,Pass,2.5635,30.5028,-25.3759,No,1
U1419,sensor_059,-4.5718,2008-10-08 09:01:00,2008-10-08,Pass,2.5635,30.5028,-25.3759,No,1
U1420,sensor_059,-0.5655,2008-10-08 09:06:00,2008-10-08,Pass,2.5635,30.5028,-25.3759,No,1
U1421,sensor_059,-2.0991,2008-10-08 10:37:00,2008-10-08,Pass,2.5635,30.5028,-25.3759,No,1
U1422,sensor_059,-5.1618,2008-10-08 12:11:00,2008-10-08,Pass,2.5635,30.5028,-25.3759,No,1
U1423,sensor_059,1.7736,2008-10-08 13:35:00,2008-10-08,Pass,2.5635,30.5028,-25.3759,No,1
U1424,sensor_059,-0.3409,2008-10-08 13:38:00,2008-10-08,Pass,2.5635,30.5028,-25.3759,No,1
U1425,sensor_059,2.8236,2008-10-08 14:48:00,2008-10-08,Pass,2.5635,30.5028,-25.3759,No,1
U1426,sensor_059,3.6255,2008-10-08 15:37:00,2008-10-08,Pass,2.5635,30.5028,-25.3759,No,1
U1427,sensor_059,0.2336,2008-10-08 16:26:00,2008-10-08,Pass,2.5635,30.5028,-25.3759,No,1
U1428,sensor_059,-5.8273,2008-10-08 17:14:00,2008-10-08,Pass,2.5635,30.5028,-25.3759,No,1
U1429,sensor_059,-3.4873,2008-10-08 17:31:00,2008-10-08,Pass,2.5635,30.5028,-25.3759,No,1
U1430,sensor_059,-5.3264,2008-10-08 17:41:00,2008-10-08,Pass,2.5635,30.5028,-25.3759,No,1
U1431,sensor_059,-2.1264,2008-10-08 18:22:00,2008-10-08,Pass,2.5635,30.5028,-25.3759,No,1
U1432,sensor_059,-5.7373,2008-10-08 20:27:00,2008-10-08,Pass,2.5635,30.5028,-25.3759,No,1
U1433,sensor_059,0.2055,2008-10-08 21:19:00,2008-10-08,Pass,2.5635,30.5028,-25.3759,No,1
U1434,sensor_059,-2.8245,2008-10-08 21:45:00,2008-10-08,Pass,2.5635,30.5028,-25.3759,No,1
U1435,sensor_059,-4.9336,2008-10-08 22:08:00,2008-10-08,Pass,2.5635,30.5028,-25.3759,No,1
U1436,sensor_059,3.1427,2008-10-08 23:13:00,2008-10-08,Pass,2.5635,30.5028,-25.3759,No,1
U1437,sensor_059,7.71,2008-10-08 23:50:00,2008-10-08,Pass,2.5635,30.5028,-25.3759,No,1
U1438,sensor_059,-3.1827,2008-10-09 00:23:00,2008-10-09,Pass,2.5635,30.5028,-25.3759,No,1
U1439,sensor_059,-5.1645,2008-10-09 04:34:00,2008-10-09,Fail,2.5635,30.5028,-25.3759,No,1
U1440,sensor_059,-3.5064,2008-10-09 06:06:00,2008-10-09,Pass,2.5635,30.5028,-25.3759,No,1
U1441,sensor_059,-1.0455,2008-10-09 07:38:00,2008-10-09,Pass,2.5635,30.5028,-25.3759,No,1
U1442,sensor_059,-4.25,2008-10-09 14:15:00,2008-10-09,Pass,2.5635,30.5028,-25.3759,No,1
U1443,sensor_059,2.3091,2008-10-09 15:04:00,2008-10-09,Pass,2.5635,30.5028,-25.3759,No,1
U1444,sensor_059,-6.2473,2008-10-09 15:55:00,2008-10-09,Fail,2.5635,30.5028,-25.3759,No,1
U1445,sensor_059,-2.5027,2008-10-09 15:56:00,2008-10-09,Pass,2.5635,30.5028,-25.3759,No,1
U1446,sensor_059,4.1691,2008-10-10 10:05:00,2008-10-10,Pass,2.5635,30.5028,-25.3759,No,1
U1447,sensor_059,-0.4491,2008-10-10 10:46:00,2008-10-10,Pass,2.5635,30.5028,-25.3759,No,1
U1448,sensor_059,-2.1136,2008-10-10 10:53:00,2008-10-10,Pass,2.5635,30.5028,-25.3759,No,1
U1449,sensor_059,-0.7664,2008-10-10 12:30:00,2008-10-10,Pass,2.5635,30.5028,-25.3759,No,1
U1450,sensor_059,0.4345,2008-10-10 15:33:00,2008-10-10,Pass,2.5635,30.5028,-25.3759,No,1
U1451,sensor_059,2.9864,2008-10-10 15:50:00,2008-10-10,Pass,2.5635,30.5028,-25.3759,No,1
U1452,sensor_059,-3.7245,2008-10-10 20:02:00,2008-10-10,Pass,2.5635,30.5028,-25.3759,No,1
U1453,sensor_059,-1.4782,2008-10-10 21:03:00,2008-10-10,Pass,2.5635,30.5028,-25.3759,No,1
U1454,sensor_059,0.2945,2008-10-10 21:07:00,2008-10-10,Pass,2.5635,30.5028,-25.3759,No,1
U1455,sensor_059,5.6155,2008-10-10 21:16:00,2008-10-10,Pass,2.5635,30.5028,-25.3759,No,1
