sensor,missing_pct,is_constant,status,mean,std,pass_mean,fail_mean,importance,importance_rank,is_top_sensor
sensor_310,0.06,No,Kept,0.3048,0.0435,0.3043,0.3112,0.00229,139,No
sensor_311,0.06,No,Kept,0.0973,0.0288,0.0975,0.0953,0.00096,417,No
sensor_312,0.06,No,Kept,0.1601,0.1173,0.1601,0.1587,0.0011,402,No
sensor_313,1.53,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_314,1.53,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_315,0.06,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_316,0.06,No,Kept,5.977,1.0186,6.0013,5.6356,0.00472,22,No
sensor_317,0.06,No,Kept,0.1726,0.0724,0.1734,0.1619,0.00279,85,No
sensor_318,0.06,No,Kept,3.1888,1.2159,3.2003,3.0262,0.00157,312,No
sensor_319,0.06,No,Kept,7.916,2.1791,7.8852,8.3491,0.00427,29,No
sensor_320,0.06,No,Kept,0.0431,0.0319,0.0431,0.0435,0.00166,285,No
sensor_321,0.06,No,Kept,2.2637,2.117,2.2692,2.1862,0.00156,316,No
sensor_322,0.06,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_323,0.06,No,Kept,5.3934,2.5189,5.3896,5.4475,0.00256,99,No
sensor_324,0.06,No,Kept,13.3322,6.6158,13.2622,14.3157,0.00185,220,No
sensor_325,0.06,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_326,0.26,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_327,0.26,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_328,0.26,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_329,0.26,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_330,0.26,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_331,0.26,No,Kept,0.0832,0.0634,0.0826,0.0916,0.0029,81,No
sensor_332,0.45,No,Kept,2.5935,5.6452,2.5411,3.3267,0.00174,263,No
sensor_333,0.38,No,Kept,6.2159,3.4034,6.1716,6.8362,0.00248,111,No
sensor_334,0.38,No,Kept,0.1684,0.1729,0.1665,0.1947,0.00108,407,No
sensor_335,0.38,No,Kept,3.4269,5.7816,3.3736,4.1737,0.00157,310,No
sensor_336,0.45,No,Kept,9.7364,7.5561,9.6565,10.8554,0.00341,50,No
sensor_337,0.45,No,Kept,2.3275,1.6994,2.3032,2.6675,0.0013,372,No
sensor_338,0.45,No,Kept,3.0376,5.645,3.0273,3.1818,0.00127,379,No
sensor_339,0.38,No,Kept,9.329,6.0747,9.2804,10.0098,0.00254,100,No
sensor_340,0.38,No,Kept,14.6735,261.7385,12.2549,48.5577,0.0016,304,No
sensor_341,0.38,No,Kept,2.7321,3.6679,2.6834,3.4146,0.0064,11,Yes
sensor_342,0.38,No,Kept,0.0003,0.0113,0.0003,0.0,0.0,442,No
sensor_343,0.38,No,Kept,6.1985,5.3718,6.1542,6.8187,0.00305,73,No
sensor_344,0.38,No,Kept,23.2171,8.8952,23.2719,22.4499,0.00167,282,No
sensor_345,50.67,No,Dropped - >50% missing,7.9584,17.513,7.9753,7.7828,,,No
sensor_346,50.67,No,Dropped - >50% missing,5.7702,17.0775,5.7866,5.6007,,,No
sensor_347,0.38,No,Kept,0.0089,0.3522,0.0096,0.0,0.0,440,No
sensor_348,1.53,No,Kept,0.0247,0.0119,0.0243,0.0304,0.00621,12,Yes
sensor_349,1.53,No,Kept,0.0253,0.0106,0.0251,0.027,0.00162,299,No
sensor_350,1.53,No,Kept,0.0232,0.0143,0.0232,0.0234,0.00156,314,No
sensor_351,1.53,No,Kept,0.0276,0.0246,0.0273,0.0315,0.00242,122,No
sensor_352,1.53,No,Kept,0.0234,0.0132,0.0234,0.0223,0.00203,172,No
sensor_353,1.53,No,Kept,0.0403,0.0155,0.0404,0.0392,0.00172,271,No
sensor_354,1.53,No,Kept,0.0419,0.0131,0.0419,0.0416,0.00182,233,No
sensor_355,1.53,No,Kept,0.0345,0.0223,0.0345,0.0353,0.00191,197,No
sensor_356,0.06,No,Kept,1.2986,0.3869,1.2997,1.2843,0.00177,255,No
sensor_357,0.77,No,Kept,0.001,0.0005,0.001,0.001,0.00193,193,No
sensor_358,85.58,No,Dropped - >50% missing,0.0024,0.0004,0.0024,0.0024,,,No
sensor_359,0.0,No,Kept,0.0198,0.0071,0.0198,0.0207,0.00153,323,No
sensor_360,0.0,No,Kept,0.0029,0.02,0.0027,0.0058,0.00084,425,No
sensor_361,0.0,No,Kept,39.9364,17.0563,39.959,39.6185,0.0018,242,No
sensor_362,3.25,No,Kept,0.0184,0.0216,0.0183,0.0194,0.00112,399,No
sensor_363,3.25,No,Kept,333.3196,138.8019,332.2119,348.5162,0.0013,373,No
sensor_364,0.38,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_365,0.13,No,Kept,0.0052,0.0027,0.0052,0.0057,0.0015,330,No
sensor_366,0.13,No,Kept,0.0048,0.0024,0.0048,0.0049,0.00122,387,No
sensor_367,0.38,No,Kept,0.0038,0.0027,0.0038,0.0037,0.00152,324,No
sensor_368,0.38,No,Kept,0.0032,0.0021,0.0032,0.0032,0.00138,359,No
sensor_369,0.38,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_370,0.38,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_371,0.38,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_372,0.38,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_373,0.38,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_374,0.38,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_375,0.38,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_376,0.13,No,Kept,0.0016,0.0005,0.0016,0.0016,0.00126,380,No
sensor_377,0.13,No,Kept,0.0016,0.0005,0.0016,0.0015,0.00243,120,No
sensor_378,0.38,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_379,0.38,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_380,0.38,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_381,0.38,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_382,64.96,No,Dropped - >50% missing,0.0018,0.0267,0.0019,0.0007,,,No
sensor_383,64.96,No,Dropped - >50% missing,0.541,1.341,0.5488,0.406,,,No
sensor_384,64.96,No,Dropped - >50% missing,1.2854,3.1684,1.294,1.1381,,,No
sensor_385,45.63,No,Kept,0.0114,0.0144,0.0112,0.0134,0.0051,19,Yes
sensor_386,0.0,No,Kept,0.0083,0.0155,0.0082,0.0088,0.00129,375,No
sensor_387,0.0,No,Kept,0.0003,0.005,0.0003,0.0016,5e-05,437,No
sensor_388,0.0,No,Kept,35.1551,17.227,35.0645,36.429,0.00177,257,No
sensor_389,0.0,No,Kept,0.0013,0.0118,0.0014,0.0009,0.00036,436,No
sensor_390,0.0,No,Kept,1.4319,20.3264,1.4687,0.9133,0.0024,123,No
sensor_391,1.53,No,Kept,0.011,0.0067,0.0109,0.0111,0.0018,243,No
sensor_392,0.0,No,Kept,0.0045,0.003,0.0045,0.0043,0.00221,148,No
sensor_393,0.0,No,Kept,0.134,0.0384,0.134,0.1335,0.00178,249,No
sensor_394,0.57,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_395,0.57,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_396,0.57,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_397,0.57,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_398,0.57,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_399,0.57,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_400,0.57,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_401,0.57,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_402,0.57,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_403,0.57,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_404,0.57,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_405,0.51,No,Kept,0.0242,0.0107,0.0242,0.0237,0.00229,138,No
sensor_406,0.51,No,Kept,6.7306,2.8296,6.7133,6.9726,0.00192,194,No
sensor_407,0.51,No,Kept,1.232,0.3647,1.2299,1.2609,0.00212,160,No
sensor_408,0.32,No,Kept,5.3409,2.5781,5.3597,5.0773,0.0021,164,No
sensor_409,0.38,No,Kept,4.5804,1.7768,4.5741,4.669,0.00149,331,No
sensor_410,0.45,No,Kept,4.9293,2.123,4.9127,5.1652,0.00326,59,No
sensor_411,0.89,No,Kept,2.6161,0.5515,2.6091,2.7134,0.00221,149,No
sensor_412,0.89,No,Kept,30.9113,18.4136,30.87,31.4871,0.00129,374,No
sensor_413,0.89,No,Kept,25.6127,47.3085,25.6935,24.4862,0.00118,388,No
sensor_414,0.89,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_415,0.89,No,Kept,6.6306,3.9584,6.6511,6.3445,0.00148,335,No
sensor_416,0.57,No,Kept,3.4043,1.0354,3.416,3.241,0.00269,89,No
sensor_417,0.13,No,Kept,8.1909,4.0545,8.237,7.5432,0.00374,38,No
sensor_418,0.13,No,Kept,320.2592,287.7045,322.575,287.7277,0.00133,367,No
sensor_419,0.13,No,Kept,309.0613,325.4484,307.8242,326.4404,0.0006,432,No
sensor_420,0.13,No,Kept,1.8213,3.0577,1.8156,1.9012,0.00321,64,No
sensor_421,0.13,No,Kept,4.1745,6.9139,4.1841,4.0399,0.00184,223,No
sensor_422,0.19,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_423,0.19,No,Kept,77.6604,32.5969,77.2438,83.5094,0.0031,70,No
sensor_424,0.19,No,Kept,3.3155,6.3254,3.354,2.7739,0.00151,328,No
sensor_425,0.19,No,Kept,6.7963,23.2577,6.7104,8.0026,0.00469,23,No
sensor_426,0.19,No,Kept,1.2339,0.9956,1.2284,1.3105,0.0024,124,No
sensor_427,0.19,No,Kept,4.0585,3.0421,4.0579,4.067,0.00124,382,No
sensor_428,0.64,No,Kept,4.2207,10.6327,4.2956,3.1641,0.00219,151,No
sensor_429,0.0,No,Kept,4.1718,6.4354,4.1714,4.1785,0.00235,136,No
sensor_430,0.13,No,Kept,18.4216,36.0601,17.3684,33.3702,0.00156,317,No
sensor_431,0.13,No,Kept,22.3583,36.3954,21.1912,38.9241,0.00363,42,No
sensor_432,0.13,No,Kept,99.3676,126.1887,99.2186,101.4833,0.00134,365,No
sensor_433,0.13,No,Kept,205.5193,225.7789,202.6575,246.1401,0.00247,112,No
sensor_434,0.13,No,Kept,14.7339,34.1089,13.7192,29.1369,0.00254,101,No
sensor_435,0.13,No,Kept,9.3707,34.3698,8.376,23.4891,0.00132,370,No
sensor_436,0.13,No,Kept,7.5133,34.5578,6.5329,21.4281,0.00134,366,No
sensor_437,0.13,No,Kept,4.0168,1.6113,3.9869,4.4416,0.00183,225,No
sensor_438,0.13,No,Kept,54.7011,34.1081,54.56,56.7037,0.00143,348,No
sensor_439,0.13,No,Kept,70.6439,38.3762,70.8507,67.7092,0.00204,168,No
sensor_440,0.13,No,Kept,11.5266,6.1695,11.5389,11.3528,0.002,180,No
sensor_441,0.06,No,Kept,0.8021,0.1842,0.8004,0.825,0.00145,339,No
sensor_442,0.06,No,Kept,1.3453,0.6592,1.3476,1.3122,0.00143,349,No
sensor_443,0.06,No,Kept,0.6339,0.1436,0.6325,0.6537,0.0021,165,No
sensor_444,0.06,No,Kept,0.895,0.1555,0.8953,0.8911,0.00182,234,No
sensor_445,0.06,No,Kept,0.6471,0.1413,0.6457,0.6671,0.00202,177,No
sensor_446,0.06,No,Kept,1.175,0.1762,1.1731,1.2024,0.00145,338,No
sensor_447,0.06,No,Kept,0.2819,0.0865,0.2822,0.2771,0.0019,203,No
sensor_448,0.06,No,Kept,0.3323,0.2363,0.3325,0.3291,0.00115,392,No
sensor_449,1.53,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_450,1.53,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_451,0.06,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_452,0.06,No,Kept,5.3468,0.9192,5.3657,5.0812,0.00347,48,No
sensor_453,0.06,No,Kept,5.461,2.2508,5.486,5.1094,0.00182,236,No
sensor_454,0.06,No,Kept,7.8837,3.0597,7.9109,7.5013,0.00211,162,No
sensor_455,0.06,No,Kept,3.6366,0.9384,3.6226,3.8346,0.00298,77,No
sensor_456,0.06,No,Kept,12.3257,8.1259,12.3238,12.352,0.00163,295,No
sensor_457,0.06,No,Kept,5.2637,4.5377,5.2738,5.1217,0.00124,383,No
sensor_458,0.06,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_459,0.06,No,Kept,2.8384,1.3456,2.8361,2.8709,0.00218,155,No
sensor_460,0.06,No,Kept,29.1974,13.3352,28.982,32.2258,0.00462,24,No
sensor_461,0.06,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_462,0.26,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_463,0.26,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_464,0.26,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_465,0.26,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_466,0.26,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_467,0.26,No,Kept,6.2521,8.6737,6.1679,7.445,0.002,181,No
sensor_468,0.45,No,Kept,224.173,230.7669,227.5909,176.3234,0.0034,52,No
sensor_469,0.38,No,Kept,5.6623,3.1517,5.618,6.2833,0.00344,49,No
sensor_470,0.38,No,Kept,5.3678,4.9834,5.3169,6.0808,0.00191,198,No
sensor_471,0.38,No,Kept,9.6388,10.1741,9.4767,11.9096,0.00182,232,No
sensor_472,0.45,No,Kept,137.8884,47.698,137.8729,138.106,0.0011,403,No
sensor_473,0.45,No,Kept,39.4268,22.4571,39.3698,40.225,0.00203,171,No
sensor_474,0.45,No,Kept,37.637,24.8229,37.539,39.0104,0.00164,291,No
sensor_475,0.38,No,Kept,4.2626,2.6112,4.2316,4.6971,0.00337,54,No
sensor_476,0.38,No,Kept,20.1322,14.9396,20.0182,21.7281,0.00145,340,No
sensor_477,0.38,No,Kept,6.2579,10.185,6.1051,8.399,0.00757,7,Yes
sensor_478,0.38,No,Kept,0.1281,5.0621,0.1373,0.0,0.0,445,No
sensor_479,0.38,No,Kept,3.2834,2.6386,3.2554,3.6762,0.00248,110,No
sensor_480,0.38,No,Kept,75.5381,35.7525,75.6486,73.9901,0.00164,289,No
sensor_481,0.38,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_482,1.53,No,Kept,318.4184,281.0113,319.1156,308.7729,0.00085,424,No
sensor_483,1.53,No,Kept,206.5642,192.8644,207.8032,189.4201,0.00143,346,No
sensor_484,1.53,No,Kept,215.2889,213.1266,217.7963,180.5956,0.0018,240,No
sensor_485,1.53,No,Kept,201.1117,218.69,202.9262,176.0056,0.00164,292,No
sensor_486,1.53,No,Kept,302.5062,287.3641,300.5427,329.6744,0.00187,211,No
sensor_487,1.53,No,Kept,239.4553,263.8376,240.2758,228.1028,0.00224,145,No
sensor_488,1.53,No,Kept,352.6165,252.0438,355.7593,309.1308,0.00267,91,No
sensor_489,1.53,No,Kept,272.1697,228.0467,270.9839,288.5774,0.00252,105,No
sensor_490,0.06,No,Kept,51.354,18.0486,51.3863,50.9001,0.00165,286,No
sensor_491,0.77,No,Kept,2.4427,1.2243,2.4381,2.5067,0.0019,199,No
sensor_492,85.58,No,Dropped - >50% missing,8.1709,1.7593,8.1889,7.8208,,,No
sensor_493,0.0,No,Kept,2.53,0.9739,2.525,2.601,0.00136,361,No
sensor_494,0.0,No,Kept,0.9564,6.6152,0.8944,1.8291,0.00144,343,No
sensor_495,0.0,No,Kept,6.8078,3.26,6.8109,6.7647,0.00155,318,No
sensor_496,3.25,No,Kept,29.8659,24.6216,29.909,29.274,0.00115,394,No
sensor_497,3.25,No,Kept,11.821,4.9566,11.7871,12.2859,0.0014,353,No
sensor_498,0.38,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_499,0.13,No,Kept,263.1959,324.7713,265.7991,226.6258,0.00064,431,No
sensor_500,0.13,No,Kept,240.9814,323.0034,239.7206,258.6935,0.00113,396,No
sensor_501,0.38,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_502,0.38,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_503,0.38,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_504,0.38,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_505,0.38,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_506,0.38,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_507,0.38,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_508,0.38,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_509,0.38,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_510,0.13,No,Kept,55.7635,37.6917,54.4406,74.3479,0.00568,16,Yes
sensor_511,0.13,No,Kept,275.9795,329.6647,271.1498,343.8262,0.00169,277,No
sensor_512,0.38,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_513,0.38,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_514,0.38,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_515,0.38,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_516,64.96,No,Dropped - >50% missing,0.6789,10.7839,0.7048,0.2311,,,No
sensor_517,64.96,No,Dropped - >50% missing,1.7389,4.8907,1.764,1.3054,,,No
sensor_518,64.96,No,Dropped - >50% missing,1.8063,4.7159,1.8154,1.649,,,No
sensor_519,45.63,No,Kept,11.7284,15.8144,11.3933,15.4147,0.00813,6,Yes
sensor_520,0.0,No,Kept,2.696,5.7024,2.6843,2.8604,0.0014,354,No
sensor_521,0.0,No,Kept,11.6101,103.123,10.6007,25.8089,4e-05,438,No
sensor_522,0.0,No,Kept,14.7289,7.1044,14.703,15.0932,0.00151,327,No
sensor_523,0.0,No,Kept,0.4539,4.1476,0.4654,0.2921,0.00144,345,No
sensor_524,0.0,No,Kept,5.6878,20.6634,5.7199,5.2355,0.00245,116,No
sensor_525,1.53,No,Kept,5.5604,3.9204,5.5485,5.725,0.00202,175,No
sensor_526,0.0,No,Kept,1.4435,0.9584,1.449,1.3661,0.00245,114,No
sensor_527,0.0,No,Kept,6.3957,1.8887,6.401,6.3219,0.00167,281,No
sensor_528,0.57,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_529,0.57,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_530,0.57,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_531,0.57,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_532,0.57,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_533,0.57,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_534,0.57,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_535,0.57,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_536,0.57,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_537,0.57,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_538,0.57,Yes,Dropped - constant,0.0,0.0,0.0,0.0,,,No
sensor_539,0.51,No,Kept,3.0342,1.2529,3.0399,2.9551,0.00194,191,No
sensor_540,0.51,No,Kept,1.9428,0.7319,1.9417,1.9583,0.00214,157,No
sensor_541,0.51,No,Kept,9.6116,2.8964,9.5924,9.8804,0.00175,260,No
sensor_542,0.13,No,Kept,0.1112,0.0027,0.1112,0.1107,0.00089,422,No
sensor_543,0.13,No,Kept,0.0085,0.0015,0.0085,0.0082,0.00115,393,No
sensor_544,0.13,No,Kept,0.0025,0.0003,0.0025,0.0025,0.00056,433,No
sensor_545,0.13,No,Kept,7.6114,1.3155,7.6275,7.385,0.00088,423,No
sensor_546,16.59,No,Kept,1.0396,0.3891,1.041,1.0196,0.00134,364,No
sensor_547,16.59,No,Kept,403.5465,5.0639,403.4817,404.4659,0.00312,69,No
sensor_548,16.59,No,Kept,75.6799,3.3905,75.6714,75.8,0.00133,369,No
sensor_549,16.59,No,Kept,0.6633,0.6733,0.6625,0.6742,0.00189,205,No
sensor_550,16.59,No,Kept,17.0133,4.967,16.9423,18.0215,0.00159,307,No
sensor_551,16.59,No,Kept,1.2307,1.3611,1.2076,1.5592,0.00162,300,No
sensor_552,16.59,No,Kept,0.2767,0.2762,0.2763,0.282,0.0019,201,No
sensor_553,16.59,No,Kept,7.7039,2.1926,7.6729,8.1442,0.00138,357,No
sensor_554,16.59,No,Kept,0.5037,0.5989,0.4935,0.6482,0.00203,173,No
sensor_555,16.59,No,Kept,57.7465,35.2076,57.5172,61.002,0.00175,259,No
sensor_556,16.59,No,Kept,4.2169,1.28,4.1998,4.46,0.00156,313,No
sensor_557,16.59,No,Kept,1.6231,1.8704,1.5912,2.0755,0.0015,329,No
sensor_558,0.06,No,Kept,0.995,0.0839,0.9945,1.0023,0.00127,378,No
sensor_559,0.06,No,Kept,0.3257,0.2014,0.3244,0.3439,0.00164,290,No
sensor_560,0.06,No,Kept,0.0724,0.0516,0.0722,0.0763,0.00144,344,No
sensor_561,0.06,No,Kept,32.285,19.0261,32.1522,34.1517,0.00168,279,No
sensor_562,17.42,No,Kept,262.7297,7.6306,262.8256,261.2747,0.00227,142,No
sensor_563,17.42,No,Kept,0.6796,0.1218,0.6802,0.6715,0.00306,72,No
sensor_564,17.42,No,Kept,6.445,2.6336,6.4345,6.6044,0.00094,418,No
sensor_565,17.42,No,Kept,0.1456,0.0811,0.1447,0.1601,0.00106,409,No
sensor_566,17.42,No,Kept,2.6109,1.0328,2.6101,2.6227,0.0009,421,No
sensor_567,17.42,No,Kept,0.0601,0.0328,0.0597,0.0659,0.00099,414,No
sensor_568,17.42,No,Kept,2.4524,0.9966,2.4476,2.5258,0.00078,426,No
sensor_569,17.42,No,Kept,21.1177,10.2133,20.9811,23.1907,0.00092,419,No
sensor_570,0.0,No,Kept,530.5236,17.4997,530.5313,530.415,0.00238,128,No
sensor_571,0.0,No,Kept,2.1018,0.2751,2.1033,2.0819,0.00359,44,No
sensor_572,0.0,No,Kept,28.4502,86.3047,29.1916,18.0196,0.00128,377,No
sensor_573,0.0,No,Kept,0.3456,0.2485,0.3491,0.2973,0.00366,41,No
sensor_574,0.0,No,Kept,9.1623,26.9202,9.4114,5.6585,0.0018,241,No
sensor_575,0.0,No,Kept,0.1047,0.0678,0.1057,0.0913,0.00265,93,No
sensor_576,0.0,No,Kept,5.5637,16.9214,5.6922,3.7563,0.00162,298,No
sensor_577,0.0,No,Kept,16.6424,12.4853,16.8075,14.3189,0.00238,127,No
sensor_578,60.56,No,Dropped - >50% missing,0.0216,0.0117,0.0216,0.0222,,,No
sensor_579,60.56,No,Dropped - >50% missing,0.0168,0.0096,0.0167,0.0182,,,No
sensor_580,60.56,No,Dropped - >50% missing,0.0054,0.0031,0.0054,0.0057,,,No
sensor_581,60.56,No,Dropped - >50% missing,97.9344,87.521,98.4428,91.4599,,,No
sensor_582,0.06,No,Kept,0.5001,0.0034,0.5001,0.5007,0.0022,150,No
sensor_583,0.06,No,Kept,0.0153,0.0172,0.0153,0.0157,0.00117,389,No
sensor_584,0.06,No,Kept,0.0038,0.0037,0.0038,0.0039,0.00107,408,No
sensor_585,0.06,No,Kept,3.0678,3.578,3.063,3.1353,0.00162,303,No
sensor_586,0.06,No,Kept,0.0215,0.0124,0.0214,0.0217,0.00132,371,No
sensor_587,0.06,No,Kept,0.0165,0.0088,0.0164,0.0176,0.00245,117,No
sensor_588,0.06,No,Kept,0.0053,0.0029,0.0053,0.0056,0.00153,322,No
sensor_589,0.06,No,Kept,99.6701,93.8919,99.7365,98.7362,0.00211,161,No
