unit_id,timestamp,date,week_start,month,day_name,hour,shift,status,fail_flag,missing_sensor_count,predicted_fail_prob,risk_level,anomaly_score,is_anomaly,ooc_sensor_count,sensor_059,sensor_103,sensor_033,sensor_130,sensor_247,sensor_519,sensor_477,sensor_129,sensor_205,sensor_152
U0393,2008-08-22 01:04:00,2008-08-22,2008-08-18,2008-08,Friday,1,Night (00-08),Fail,1,28,0.0922,Low,0.3904,No,0,5.0473,-0.0096,9.1855,0.752,,,4.3207,0.4258,6.31,0.758
U0394,2008-08-22 01:26:00,2008-08-22,2008-08-18,2008-08,Friday,1,Night (00-08),Pass,0,20,0.1258,Medium,0.3981,No,0,26.1536,-0.0075,9.2655,0.6469,0.0202,4.3501,7.7496,-0.2838,11.64,0.4735
U0395,2008-08-22 01:27:00,2008-08-22,2008-08-18,2008-08,Friday,1,Night (00-08),Pass,0,28,0.0855,Low,0.3924,No,0,-2.9973,-0.007,8.828,0.7527,,,6.1033,-0.2365,8.7,0.5065
U0396,2008-08-22 01:54:00,2008-08-22,2008-08-18,2008-08,Friday,1,Night (00-08),Pass,0,24,0.0985,Low,0.4049,No,0,-5.6473,-0.0119,8.536,0.6755,0.0455,9.7529,6.4204,0.2365,9.04,0.8525
U0397,2008-08-22 02:01:00,2008-08-22,2008-08-18,2008-08,Friday,2,Night (00-08),Pass,0,20,0.0913,Low,0.4154,No,0,-1.2182,-0.0064,9.9964,0.7527,,,5.243,-0.2365,7.78,0.5006
U0398,2008-08-22 02:25:00,2008-08-22,2008-08-18,2008-08,Friday,2,Night (00-08),Pass,0,48,0.0813,Low,0.3955,No,0,1.2264,-0.0124,9.7324,0.6834,0.0134,2.9043,11.173,-0.2838,16.55,0.5745
U0399,2008-08-22 02:52:00,2008-08-22,2008-08-18,2008-08,Friday,2,Night (00-08),Pass,0,20,0.0975,Low,0.3894,No,0,2.8355,-0.0107,9.4043,0.6469,0.0803,16.9566,3.5958,-0.2838,5.23,0.36
U0400,2008-08-22 03:18:00,2008-08-22,2008-08-18,2008-08,Friday,3,Night (00-08),Pass,0,36,0.0502,Low,0.4227,No,0,5.9073,-0.0047,9.3335,0.6586,0.0242,5.2249,5.5799,-0.0473,8.23,0.8351
U0401,2008-08-22 03:58:00,2008-08-22,2008-08-18,2008-08,Friday,3,Night (00-08),Pass,0,24,0.0889,Low,0.38,No,0,4.5027,-0.0057,8.6013,0.6834,0.0142,3.1091,5.7879,-0.2838,8.35,1.3767
U0402,2008-08-22 04:40:00,2008-08-22,2008-08-18,2008-08,Friday,4,Night (00-08),Pass,0,32,0.0994,Medium,0.3848,No,0,3.2591,-0.012,8.5232,0.6586,0.0149,3.2382,14.1221,-0.0473,20.82,1.5312
U0403,2008-08-22 04:57:00,2008-08-22,2008-08-18,2008-08,Friday,4,Night (00-08),Pass,0,24,0.1241,Medium,0.3875,No,0,4.1509,-0.0044,9.0622,0.6755,,,5.0601,0.2365,7.54,0.9549
U0404,2008-08-22 05:21:00,2008-08-22,2008-08-18,2008-08,Friday,5,Night (00-08),Pass,0,36,0.0695,Low,0.3989,No,0,4.4564,-0.0113,8.5232,0.6586,0.0244,5.3068,11.5187,-0.0473,16.99,1.5763
U0405,2008-08-22 05:31:00,2008-08-22,2008-08-18,2008-08,Friday,5,Night (00-08),Pass,0,28,0.0732,Low,0.4162,No,0,0.4591,-0.0052,8.5177,0.6469,,,4.2411,-0.2838,6.09,0.523
U0406,2008-08-22 05:32:00,2008-08-22,2008-08-18,2008-08,Friday,5,Night (00-08),Pass,0,40,0.0723,Low,0.4068,No,0,-1.0773,-0.0106,9.2328,0.6469,,,4.6703,-0.2838,6.78,0.5104
U0407,2008-08-22 06:00:00,2008-08-22,2008-08-18,2008-08,Friday,6,Night (00-08),Fail,1,36,0.1788,High,0.3891,No,0,10.9955,-0.0077,8.6013,0.6586,0.0334,7.1397,9.4756,-0.0473,13.97,0.7665
U0408,2008-08-22 07:04:00,2008-08-22,2008-08-18,2008-08,Friday,7,Night (00-08),Pass,0,36,0.0315,Low,0.3978,No,0,2.0064,-0.0144,9.396,0.8117,0.0182,3.9715,5.3257,-0.2365,7.82,0.3749
U0409,2008-08-22 07:17:00,2008-08-22,2008-08-18,2008-08,Friday,7,Night (00-08),Pass,0,24,0.1452,Medium,0.3946,No,0,18.4,-0.0101,8.5405,0.6755,0.0271,5.8236,8.9202,0.2365,13.22,0.582
U0410,2008-08-22 07:27:00,2008-08-22,2008-08-18,2008-08,Friday,7,Night (00-08),Pass,0,28,0.0427,Low,0.3856,No,0,0.3036,-0.0136,8.8513,0.6834,,,6.8782,-0.2838,9.79,0.5347
U0411,2008-08-22 09:29:00,2008-08-22,2008-08-18,2008-08,Friday,9,Morning (08-16),Pass,0,28,0.1411,Medium,0.4198,No,0,22.7636,-0.0081,8.7879,0.6469,0.0245,5.3202,5.2072,-0.2838,7.57,0.7317
U0412,2008-08-22 09:29:00,2008-08-22,2008-08-18,2008-08,Friday,9,Morning (08-16),Pass,0,24,0.0616,Low,0.3897,No,0,6.1527,-0.0129,8.6915,0.8117,0.0284,6.1341,2.6252,-0.2365,3.86,0.2281
U0413,2008-08-22 10:01:00,2008-08-22,2008-08-18,2008-08,Friday,10,Morning (08-16),Pass,0,24,0.1555,High,0.3809,No,1,20.2627,-0.0083,8.5405,0.6755,0.0395,8.4958,8.0131,0.2365,12.02,0.487
U0414,2008-08-22 10:18:00,2008-08-22,2008-08-18,2008-08,Friday,10,Morning (08-16),Pass,0,36,0.0687,Low,0.3966,No,0,-3.09,-0.0131,8.536,0.6469,0.0129,2.7931,4.5813,-0.2838,6.64,0.7087
U0415,2008-08-22 10:47:00,2008-08-22,2008-08-18,2008-08,Friday,10,Morning (08-16),Pass,0,28,0.0439,Low,0.4038,No,0,1.9855,-0.0122,8.659,0.8117,0.0237,5.0789,7.0181,-0.2365,10.35,0.3649
U0416,2008-08-22 11:32:00,2008-08-22,2008-08-18,2008-08,Friday,11,Morning (08-16),Pass,0,20,0.0909,Low,0.396,No,0,8.3018,-0.0098,8.6915,0.8117,0.0287,6.1961,5.8283,-0.2365,8.59,0.3783
U0417,2008-08-22 12:13:00,2008-08-22,2008-08-18,2008-08,Friday,12,Morning (08-16),Pass,0,24,0.0633,Low,0.3944,No,0,2.9964,-0.0113,9.2328,0.6586,,,4.3328,-0.0473,6.32,0.426
U0418,2008-08-22 12:37:00,2008-08-22,2008-08-18,2008-08,Friday,12,Morning (08-16),Pass,0,36,0.2134,High,0.3903,No,0,4.5645,-0.0072,8.5232,0.8117,0.053,11.5146,8.1722,-0.2365,12.05,1.4613
U0419,2008-08-22 12:42:00,2008-08-22,2008-08-18,2008-08,Friday,12,Morning (08-16),Pass,0,24,0.0407,Low,0.407,No,1,1.14,-0.0131,8.6439,0.8117,0.0205,4.4458,5.524,-0.2365,8.17,0.3034
U0420,2008-08-22 13:22:00,2008-08-22,2008-08-18,2008-08,Friday,13,Morning (08-16),Pass,0,24,0.0868,Low,0.397,No,0,8.8173,-0.0077,8.7851,0.8387,0.033,7.1789,8.7428,0.7096,12.71,0.8152
U0421,2008-08-22 14:45:00,2008-08-22,2008-08-18,2008-08,Friday,14,Morning (08-16),Pass,0,36,0.0591,Low,0.3917,No,0,2.4345,-0.0127,9.396,0.8117,0.0183,3.9378,4.0485,-0.2365,5.8,0.8846
U0422,2008-08-22 15:25:00,2008-08-22,2008-08-18,2008-08,Friday,15,Morning (08-16),Pass,0,40,0.1313,Medium,0.424,No,4,-28.9882,-0.0049,9.043,0.6586,,,6.0188,-0.0473,8.89,0.7792
U0423,2008-08-22 15:39:00,2008-08-22,2008-08-18,2008-08,Friday,15,Morning (08-16),Pass,0,24,0.0555,Low,0.3967,No,0,6.6,-0.009,8.7851,0.8387,0.0216,4.6859,5.2891,0.7096,7.86,0.8092
U0424,2008-08-22 15:54:00,2008-08-22,2008-08-18,2008-08,Friday,15,Morning (08-16),Pass,0,24,0.1756,High,0.417,No,0,25.2736,-0.011,9.1757,0.8387,0.0655,13.9578,8.1065,0.7096,12.53,0.2843
U0425,2008-08-22 19:14:00,2008-08-22,2008-08-18,2008-08,Friday,19,Evening (16-24),Fail,1,28,0.1,Medium,0.3926,No,0,-5.7182,-0.0135,9.1855,0.8117,,,6.748,-0.2365,9.82,0.4452
U0426,2008-08-22 23:46:00,2008-08-22,2008-08-18,2008-08,Friday,23,Evening (16-24),Pass,0,28,0.0663,Low,0.4058,No,0,-1.4345,-0.0127,8.4421,0.8244,0.0263,5.6326,5.299,-0.9461,7.66,0.636
U0427,2008-08-22 23:47:00,2008-08-22,2008-08-18,2008-08,Friday,23,Evening (16-24),Pass,0,40,0.0642,Low,0.4095,No,0,-0.3327,-0.0126,8.8384,0.8244,0.0302,6.4895,5.0396,-0.9461,7.65,0.9974
U0428,2008-08-22 23:49:00,2008-08-22,2008-08-18,2008-08,Friday,23,Evening (16-24),Pass,0,40,0.1311,Medium,0.404,No,0,0.5682,-0.0122,8.7994,0.8244,0.0359,7.7636,7.684,-0.9461,11.19,0.9635
U0429,2008-08-22 23:56:00,2008-08-22,2008-08-18,2008-08,Friday,23,Evening (16-24),Pass,0,32,0.0634,Low,0.387,No,0,2.9518,-0.0118,8.7994,0.8244,0.0176,3.7925,4.8857,-0.9461,7.15,0.8914
U0430,2008-08-23 02:04:00,2008-08-23,2008-08-18,2008-08,Saturday,2,Night (00-08),Pass,0,24,0.087,Low,0.4265,No,0,7.7727,-0.0099,8.7851,0.8258,0.0177,3.8355,9.7235,-0.8042,14.28,0.4317
U0431,2008-08-23 03:26:00,2008-08-23,2008-08-18,2008-08,Saturday,3,Night (00-08),Pass,0,32,0.0768,Low,0.3665,No,0,2.75,-0.0088,8.6439,0.8244,0.0172,3.7442,3.8384,-0.9461,5.72,0.3316
U0432,2008-08-23 04:50:00,2008-08-23,2008-08-18,2008-08,Saturday,4,Night (00-08),Pass,0,32,0.1715,High,0.3924,No,0,15.81,-0.0102,8.6527,0.8244,0.0189,4.0554,5.8984,-0.9461,8.93,0.7014
U0433,2008-08-23 04:52:00,2008-08-23,2008-08-18,2008-08,Saturday,4,Night (00-08),Pass,0,44,0.1003,Medium,0.4209,No,0,3.4882,-0.0144,8.7897,0.8258,0.0223,4.8413,4.7036,-0.8042,7.07,1.0495
U0434,2008-08-23 05:57:00,2008-08-23,2008-08-18,2008-08,Saturday,5,Night (00-08),Pass,0,32,0.1251,Medium,0.4089,No,0,1.2673,-0.0062,9.3335,0.8258,0.0282,6.036,2.5672,-0.8042,3.72,0.9454
U0435,2008-08-23 05:57:00,2008-08-23,2008-08-18,2008-08,Saturday,5,Night (00-08),Pass,0,24,0.1417,Medium,0.3791,No,0,4.7864,-0.0078,9.043,0.8258,,,3.9746,-0.8042,5.74,1.0628
U0436,2008-08-23 05:58:00,2008-08-23,2008-08-18,2008-08,Saturday,5,Night (00-08),Pass,0,36,0.1661,High,0.3795,No,0,14.7345,-0.009,9.4043,0.8258,0.0162,3.4814,5.0284,-0.8042,7.35,1.0358
U0437,2008-08-23 05:58:00,2008-08-23,2008-08-18,2008-08,Saturday,5,Night (00-08),Pass,0,24,0.1714,High,0.4122,No,0,-8.3955,-0.0069,9.2328,0.8258,,,6.2134,-0.8042,9.13,0.5489
U0438,2008-08-23 09:24:00,2008-08-23,2008-08-18,2008-08,Saturday,9,Morning (08-16),Pass,0,28,0.1236,Medium,0.4068,No,0,1.2209,-0.011,8.7219,0.8361,0.0166,3.6041,9.3285,1.088,13.88,0.904
U0439,2008-08-23 12:58:00,2008-08-23,2008-08-18,2008-08,Saturday,12,Morning (08-16),Pass,0,32,0.0694,Low,0.4005,No,0,1.0345,-0.0123,8.6439,0.8361,0.019,4.0245,4.9982,1.088,7.5,0.7642
U0440,2008-08-23 13:02:00,2008-08-23,2008-08-18,2008-08,Saturday,13,Morning (08-16),Pass,0,24,0.0715,Low,0.4183,No,0,1.0636,-0.0109,8.5987,0.8361,0.0208,4.4181,7.3977,1.088,11.17,0.3943
U0441,2008-08-23 15:10:00,2008-08-23,2008-08-18,2008-08,Saturday,15,Morning (08-16),Pass,0,24,0.0573,Low,0.4231,No,0,1.6173,-0.013,8.4421,0.8361,0.0269,5.7469,4.0842,1.088,6.11,0.4114
U0442,2008-08-23 15:29:00,2008-08-23,2008-08-18,2008-08,Saturday,15,Morning (08-16),Fail,1,44,0.0544,Low,0.3946,No,0,2.4173,-0.0111,8.5987,0.8361,0.0225,4.8934,7.1468,1.088,10.59,0.9093
U0443,2008-08-24 02:32:00,2008-08-24,2008-08-18,2008-08,Sunday,2,Night (00-08),Pass,0,32,0.0548,Low,0.3829,No,0,-7.1564,-0.0089,8.8505,0.8217,0.0158,3.4174,7.9407,0.0,12.11,0.5666
U0444,2008-08-24 04:00:00,2008-08-24,2008-08-18,2008-08,Sunday,4,Night (00-08),Pass,0,32,0.0836,Low,0.4092,No,0,0.6991,-0.0095,8.6915,0.8203,0.0152,3.2924,6.0266,0.0,9.22,0.2848
U0445,2008-08-24 07:12:00,2008-08-24,2008-08-18,2008-08,Sunday,7,Night (00-08),Pass,0,32,0.1035,Medium,0.4156,No,0,2.5964,-0.0076,8.659,0.8217,0.0141,3.0271,6.0507,0.0,9.01,0.3958
U0446,2008-08-24 07:14:00,2008-08-24,2008-08-18,2008-08,Sunday,7,Night (00-08),Pass,0,20,0.0726,Low,0.4116,No,0,-0.4091,-0.0075,8.4421,0.8217,0.0212,4.5664,7.7667,0.0,11.41,0.9616
U0447,2008-08-24 10:09:00,2008-08-24,2008-08-18,2008-08,Sunday,10,Morning (08-16),Pass,0,20,0.1133,Medium,0.3919,No,0,-5.0245,-0.003,9.5689,0.8361,,,8.7115,1.088,12.48,0.4063
U0448,2008-08-24 10:14:00,2008-08-24,2008-08-18,2008-08,Sunday,10,Morning (08-16),Pass,0,20,0.1435,Medium,0.4005,No,0,-0.7236,-0.0074,8.7897,0.8203,0.1541,33.599,7.7214,0.0,11.17,0.5129
U0449,2008-08-24 13:03:00,2008-08-24,2008-08-18,2008-08,Sunday,13,Morning (08-16),Fail,1,28,0.156,High,0.3888,No,1,1.9482,-0.0072,8.5687,0.8217,0.0167,3.6093,9.1675,0.0,13.53,0.8118
U0450,2008-08-25 09:29:00,2008-08-25,2008-08-25,2008-08,Monday,9,Morning (08-16),Pass,0,36,0.0963,Low,0.399,No,0,1.3255,-0.0092,8.6915,0.8217,0.0427,9.1547,6.4405,0.0,9.47,0.7159
U0451,2008-08-27 00:46:00,2008-08-27,2008-08-25,2008-08,Wednesday,0,Night (00-08),Pass,0,40,0.0881,Low,0.4178,No,0,-6.8627,-0.0121,9.3335,0.8244,0.034,7.2732,7.2038,-0.9461,10.42,0.3381
U0452,2008-08-27 11:38:00,2008-08-27,2008-08-25,2008-08,Wednesday,11,Morning (08-16),Pass,0,24,0.0929,Low,0.3851,No,0,7.0591,-0.0121,8.5251,0.7884,0.0291,6.3298,5.8522,-0.5204,8.36,0.4551
U0453,2008-08-27 12:22:00,2008-08-27,2008-08-25,2008-08,Wednesday,12,Morning (08-16),Pass,0,24,0.0437,Low,0.3832,No,0,2.2118,-0.0116,8.5251,0.7884,0.0446,9.6013,3.3887,-0.5204,4.94,0.2435
U0454,2008-08-27 13:35:00,2008-08-27,2008-08-25,2008-08,Wednesday,13,Morning (08-16),Pass,0,24,0.085,Low,0.385,No,0,7.9373,-0.0103,8.5251,0.7884,0.0263,5.6533,3.0303,-0.5204,4.32,0.3706
U0455,2008-08-27 14:18:00,2008-08-27,2008-08-25,2008-08,Wednesday,14,Morning (08-16),Pass,0,44,0.0378,Low,0.3869,No,0,0.8745,-0.012,8.5251,0.7884,0.0264,5.7412,5.0466,-0.5204,7.21,1.1587
U0456,2008-08-27 17:14:00,2008-08-27,2008-08-25,2008-08,Wednesday,17,Evening (16-24),Pass,0,20,0.0651,Low,0.3986,No,0,3.99,-0.0106,8.5251,0.789,0.0204,4.4626,4.0074,0.8042,5.68,0.4688
U0457,2008-08-27 22:48:00,2008-08-27,2008-08-25,2008-08,Wednesday,22,Evening (16-24),Pass,0,32,0.0669,Low,0.3935,No,0,4.4455,-0.0096,8.6005,0.6852,0.0383,8.5471,5.1071,-0.6623,7.27,0.4447
U0458,2008-08-27 22:58:00,2008-08-27,2008-08-25,2008-08,Wednesday,22,Evening (16-24),Pass,0,36,0.1457,Medium,0.4963,Yes,4,168.1455,-0.0096,8.7994,0.6852,0.0203,4.4213,289.8264,-0.6623,320.05,0.3003
U0459,2008-08-28 03:03:00,2008-08-28,2008-08-25,2008-08,Thursday,3,Night (00-08),Pass,0,36,0.1238,Medium,0.3918,No,0,-0.2845,-0.0079,9.2047,0.6556,0.0676,14.627,6.1134,-0.1419,9.42,0.6134
U0460,2008-08-28 03:04:00,2008-08-28,2008-08-25,2008-08,Thursday,3,Night (00-08),Pass,0,56,0.075,Low,0.3851,No,0,2.0609,-0.0078,,0.6556,0.02,4.3383,3.9852,-0.1419,5.79,0.9152
U0461,2008-08-28 03:29:00,2008-08-28,2008-08-25,2008-08,Thursday,3,Night (00-08),Pass,0,36,0.082,Low,0.4036,No,0,1.7373,-0.0082,9.7324,0.6556,0.1247,26.7415,4.3682,-0.1419,6.4,0.8448
U0462,2008-08-28 03:38:00,2008-08-28,2008-08-25,2008-08,Thursday,3,Night (00-08),Pass,0,28,0.0641,Low,0.4065,No,0,3.1191,-0.0122,9.6938,0.6556,0.0229,4.8587,4.7727,-0.1419,6.88,0.3521
U0463,2008-08-28 03:45:00,2008-08-28,2008-08-25,2008-08,Thursday,3,Night (00-08),Pass,0,24,0.0627,Low,0.3921,No,0,0.2818,-0.01,9.0776,0.6556,0.0215,4.7368,4.4168,-0.1419,6.29,0.7764
U0464,2008-08-28 04:10:00,2008-08-28,2008-08-25,2008-08,Thursday,4,Night (00-08),Pass,0,40,0.0657,Low,0.3871,No,0,4.06,-0.0097,8.9546,0.6887,0.0253,5.4279,6.563,-0.0473,9.78,0.6129
U0465,2008-08-28 04:20:00,2008-08-28,2008-08-25,2008-08,Thursday,4,Night (00-08),Pass,0,36,0.079,Low,0.4002,No,0,-0.3182,-0.0031,8.6005,0.6852,0.0539,11.6162,5.8228,-0.6623,8.61,0.313
U0466,2008-08-28 04:54:00,2008-08-28,2008-08-25,2008-08,Thursday,4,Night (00-08),Pass,0,44,0.0984,Low,0.3916,No,0,-0.0636,-0.0132,8.3324,0.6887,0.0231,4.9285,6.5193,-0.0473,9.59,0.8348
U0467,2008-08-28 05:00:00,2008-08-28,2008-08-25,2008-08,Thursday,5,Night (00-08),Pass,0,36,0.1171,Medium,0.4564,Yes,4,36.3682,-0.0098,8.8505,0.6852,0.0783,16.5438,122.4063,-0.6623,130.78,1.1107
U0468,2008-08-28 06:15:00,2008-08-28,2008-08-25,2008-08,Thursday,6,Night (00-08),Pass,0,24,0.0907,Low,0.3929,No,0,1.0291,-0.0134,8.7867,0.6887,0.0099,2.1441,6.679,-0.0473,9.6,0.6743
U0469,2008-08-28 06:39:00,2008-08-28,2008-08-25,2008-08,Thursday,6,Night (00-08),Pass,0,44,0.018,Low,0.3833,No,0,1.9591,-0.0141,8.5251,0.7025,0.0074,1.605,6.5078,0.7569,9.44,0.3432
U0470,2008-08-28 06:56:00,2008-08-28,2008-08-25,2008-08,Thursday,6,Night (00-08),Pass,0,36,0.0386,Low,0.3937,No,0,1.6373,-0.013,8.5987,0.6887,0.0154,3.3605,6.026,-0.0473,8.83,0.7914
U0471,2008-08-28 07:40:00,2008-08-28,2008-08-25,2008-08,Thursday,7,Night (00-08),Pass,0,32,0.1137,Medium,0.4076,No,0,-1.2209,-0.0126,8.7897,0.6887,0.0217,4.6745,5.873,-0.0473,8.8,0.695
U0472,2008-08-28 07:51:00,2008-08-28,2008-08-25,2008-08,Thursday,7,Night (00-08),Pass,0,32,0.0904,Low,0.3964,No,0,8.8445,-0.0142,8.3324,0.6556,0.0424,9.1217,3.7753,-0.1419,5.53,0.4084
U0473,2008-08-28 08:41:00,2008-08-28,2008-08-25,2008-08,Thursday,8,Morning (08-16),Pass,0,32,0.0574,Low,0.396,No,0,-1.1255,-0.0092,8.7418,0.5438,0.0194,4.1266,6.3446,-0.2838,9.15,1.0999
U0474,2008-08-28 09:46:00,2008-08-28,2008-08-25,2008-08,Thursday,9,Morning (08-16),Pass,0,28,0.0657,Low,0.407,No,0,2.9409,-0.0123,9.7836,0.6556,0.0212,4.6078,3.9316,-0.1419,5.78,0.4311
U0475,2008-08-28 09:49:00,2008-08-28,2008-08-25,2008-08,Thursday,9,Morning (08-16),Pass,0,32,0.0833,Low,0.3863,No,0,-4.4845,-0.0095,9.0776,0.6645,0.0227,4.9312,5.8699,-0.4731,8.32,0.8817
U0476,2008-08-28 10:15:00,2008-08-28,2008-08-25,2008-08,Thursday,10,Morning (08-16),Pass,0,32,0.1189,Medium,0.3978,No,0,8.1418,-0.0101,8.6427,0.6887,0.025,5.3561,5.282,-0.0473,7.49,0.3669
U0477,2008-08-28 10:28:00,2008-08-28,2008-08-25,2008-08,Thursday,10,Morning (08-16),Pass,0,39,0.0908,Low,0.3976,No,0,9.4864,-0.013,8.5687,0.6556,0.0244,5.1822,4.1354,-0.1419,6.33,0.4669
U0478,2008-08-28 10:32:00,2008-08-28,2008-08-25,2008-08,Thursday,10,Morning (08-16),Pass,0,36,0.0571,Low,0.401,No,0,-7.5073,-0.0112,8.9635,0.6556,0.0215,4.6151,6.2009,-0.1419,9.04,0.439
U0479,2008-08-28 11:19:00,2008-08-28,2008-08-25,2008-08,Thursday,11,Morning (08-16),Pass,0,39,0.0983,Low,0.4141,No,0,3.8264,-0.0115,8.5891,0.6645,0.1702,36.5618,7.1455,-0.4731,10.55,0.6715
U0480,2008-08-28 12:44:00,2008-08-28,2008-08-25,2008-08,Thursday,12,Morning (08-16),Pass,0,24,0.0838,Low,0.4107,No,0,10.2355,-0.0108,8.7418,0.5438,0.0345,7.4392,6.1589,-0.2838,8.8,0.2132
U0481,2008-08-28 14:48:00,2008-08-28,2008-08-25,2008-08,Thursday,14,Morning (08-16),Pass,0,24,0.0497,Low,0.408,No,0,1.0218,-0.0121,8.5987,0.6802,0.0452,9.7985,3.4914,-0.7096,5.06,0.7334
U0482,2008-08-28 15:19:00,2008-08-28,2008-08-25,2008-08,Thursday,15,Morning (08-16),Pass,0,28,0.0844,Low,0.4097,No,0,3.8664,-0.0105,8.6829,0.7025,0.0251,5.3916,10.3185,0.7569,15.06,0.5877
U0483,2008-08-28 16:01:00,2008-08-28,2008-08-25,2008-08,Thursday,16,Evening (16-24),Pass,0,32,0.0786,Low,0.3968,No,0,-6.0545,-0.0107,8.7219,0.5438,0.0185,3.9853,6.0601,-0.2838,9.16,1.1505
U0484,2008-08-28 16:43:00,2008-08-28,2008-08-25,2008-08,Thursday,16,Evening (16-24),Pass,0,48,0.0857,Low,0.397,No,0,2.8745,-0.0113,9.7324,0.7025,0.0188,4.0675,9.7565,0.7569,14.43,0.9731
U0485,2008-08-28 16:52:00,2008-08-28,2008-08-25,2008-08,Thursday,16,Evening (16-24),Pass,0,32,0.1239,Medium,0.3982,No,2,-0.81,0.0018,8.6439,0.6852,0.0138,2.9891,12.6446,-0.6623,18.53,0.6595
U0486,2008-08-28 17:21:00,2008-08-28,2008-08-25,2008-08,Thursday,17,Evening (16-24),Pass,0,32,0.0804,Low,0.3809,No,0,8.1445,-0.0109,8.6439,0.6645,0.148,33.0788,8.3032,-0.4731,12.0,0.3596
U0487,2008-08-28 17:27:00,2008-08-28,2008-08-25,2008-08,Thursday,17,Evening (16-24),Pass,0,44,0.1123,Medium,0.3855,No,0,11.4855,-0.011,8.8043,0.6802,0.0254,5.5123,5.4073,-0.7096,7.54,0.4304
U0488,2008-08-28 17:32:00,2008-08-28,2008-08-25,2008-08,Thursday,17,Evening (16-24),Pass,0,36,0.0752,Low,0.4049,No,0,1.4745,-0.0144,8.5288,0.7025,0.0202,4.4028,5.6832,0.7569,8.04,1.769
U0489,2008-08-28 18:05:00,2008-08-28,2008-08-25,2008-08,Thursday,18,Evening (16-24),Pass,0,24,0.0537,Low,0.3903,No,0,2.0127,-0.0122,8.7994,0.6556,0.0182,3.9374,4.571,-0.1419,6.68,0.3914
U0490,2008-08-28 18:10:00,2008-08-28,2008-08-25,2008-08,Thursday,18,Evening (16-24),Pass,0,20,0.0417,Low,0.409,No,0,0.91,-0.0133,8.5987,0.6802,0.0216,4.5988,4.5649,-0.7096,6.58,0.3922
U0491,2008-08-28 18:15:00,2008-08-28,2008-08-25,2008-08,Thursday,18,Evening (16-24),Pass,0,32,0.057,Low,0.4109,No,0,-1.5118,-0.0068,8.6439,0.6802,0.0195,4.2085,6.4179,-0.7096,9.34,0.4805
U0492,2008-08-28 18:25:00,2008-08-28,2008-08-25,2008-08,Thursday,18,Evening (16-24),Pass,0,40,0.0314,Low,0.3967,No,0,0.9091,-0.0073,8.4092,0.5438,,,3.4436,-0.2838,5.21,0.5905
U0493,2008-08-28 18:47:00,2008-08-28,2008-08-25,2008-08,Thursday,18,Evening (16-24),Pass,0,36,0.0712,Low,0.4203,No,0,0.6191,-0.008,8.7867,0.6893,0.0444,9.4653,7.5571,-0.9461,11.18,0.8679
U0494,2008-08-28 18:57:00,2008-08-28,2008-08-25,2008-08,Thursday,18,Evening (16-24),Pass,0,40,0.0951,Low,0.3921,No,0,3.3655,-0.0105,8.8043,0.6802,0.032,6.8928,3.9414,-0.7096,5.73,0.5002
U0495,2008-08-28 20:20:00,2008-08-28,2008-08-25,2008-08,Thursday,20,Evening (16-24),Pass,0,44,0.0785,Low,0.3962,No,0,-2.63,-0.0093,8.7897,0.6802,0.0214,4.6177,4.9807,-0.7096,7.3,0.592
U0496,2008-08-28 20:39:00,2008-08-28,2008-08-25,2008-08,Thursday,20,Evening (16-24),Fail,1,24,0.0866,Low,0.3848,No,0,1.0045,-0.0111,8.9546,0.7025,0.0221,4.7713,6.8317,0.7569,9.99,0.7404
U0497,2008-08-28 21:03:00,2008-08-28,2008-08-25,2008-08,Thursday,21,Evening (16-24),Pass,0,24,0.0609,Low,0.3807,No,0,1.1527,-0.0118,8.6005,0.6802,0.0241,5.1629,5.4141,-0.7096,7.91,0.4689
U0498,2008-08-28 21:52:00,2008-08-28,2008-08-25,2008-08,Thursday,21,Evening (16-24),Pass,0,44,0.09,Low,0.4449,Yes,0,0.2055,-0.0092,8.8043,0.6887,0.0212,4.637,4.049,-0.0473,5.72,0.8672
U0499,2008-08-28 22:57:00,2008-08-28,2008-08-25,2008-08,Thursday,22,Evening (16-24),Pass,0,28,0.1056,Medium,0.3972,No,0,-3.8982,-0.0111,9.0776,0.7025,0.034,7.4716,3.6575,0.7569,5.58,0.935
U0500,2008-08-28 23:40:00,2008-08-28,2008-08-25,2008-08,Thursday,23,Evening (16-24),Pass,0,36,0.1115,Medium,0.3985,No,0,3.2764,-0.0075,9.2047,0.7101,0.0125,2.7053,6.1719,-0.6623,9.11,0.5252
U0501,2008-08-28 23:42:00,2008-08-28,2008-08-25,2008-08,Thursday,23,Evening (16-24),Pass,0,48,0.1151,Medium,0.3893,No,0,-4.0373,-0.011,9.0776,0.7101,0.0555,11.946,6.2882,-0.6623,9.52,0.4729
U0502,2008-08-29 00:49:00,2008-08-29,2008-08-25,2008-08,Friday,0,Night (00-08),Pass,0,28,0.1066,Medium,0.4073,No,0,0.1618,-0.0116,8.5459,0.6645,0.0221,4.7875,9.6091,-0.4731,14.01,1.1073
U0503,2008-08-29 01:06:00,2008-08-29,2008-08-25,2008-08,Friday,1,Night (00-08),Pass,0,32,0.1421,Medium,0.4001,No,0,-3.9436,-0.0109,8.7897,0.7101,0.0372,7.8354,6.9,-0.6623,9.95,0.3293
